,chemical_formula,smiles,casnum,molecular_weight,species,algea_EC50,units,source,foreign_key
995,C2HCl3,ClC=C(Cl)Cl,79-01-6,131.38833618164062,algea,4.382026634673881,log(mg/L),"NITE, VEGA, Literature set",3765
996,C2H2Cl2,ClC=CCl,156-59-2,96.94327545166016,algea,4.314323110193153,log(mg/L),"VEGA, Literature set, ECOTOX, NITE, OASIS",5221
997,C3H5Br2Cl,ClCC(Br)CBr,96-12-8,236.3327941894531,algea,3.7135720667043084,log(mg/L),"NITE, VEGA, Literature set",2002
998,C2H2Cl4,ClCC(Cl)(Cl)Cl,630-20-6,167.84927368164062,algea,3.8712010109078916,log(mg/L),"Aquatic ECETOC, ECOTOX, OASIS, VEGA, Literature set",7958
999,C4H6Cl2,C=CC(Cl)CCl,760-23-6,124.99643707275386,algea,3.9796816539019613,log(mg/L),"NITE, VEGA, Literature set",7959
1000,C3H5Cl3,ClCC(Cl)CCl,96-18-4,147.43080139160156,algea,4.61512051684126,log(mg/L),"ECHA, ECOTOX, Aquatic ECETOC, OASIS, EPAFHM, Literature set",2010
1001,C2H3Cl3,ClCC(Cl)Cl,79-00-5,133.40422058105472,algea,4.043051267834549,log(mg/L),"ECHA, Aquatic ECETOC, ECOTOX-EPA(10), OASIS, ECOTOX, VEGA, Literature set",2011
1002,C3H4Cl2,ClC=CCCl,542-75-6,110.96985626220705,algea,0.1570037488096647,log(mg/L),"NITE, VEGA, Literature set",2016
1003,C6H12Cl2,ClCCCCCCCl,2163-00-0,155.0654754638672,algea,2.046401687601636,log(mg/L),ECHA,7960
1004,C4H8ClI,ClCCCCI,10297-05-9,218.4637908935547,algea,2.772588722239781,log(mg/L),Literature set,7961
1005,C3H6Cl2,ClCCCCl,142-28-9,112.9857406616211,algea,5.3981627015177525,log(mg/L),"Aquatic ECETOC, VEGA, Literature set",7962
1006,C2H4Cl2,ClCCCl,107-06-2,98.9591598510742,algea,5.2417470150596435,log(mg/L),"NITE, Aquatic ECETOC, VEGA, Literature set",2028
1007,C10H11ClN2O,O=c1[nH]c2ccccc2n1CCCCl,62780-89-6,210.6601409912109,algea,4.436751534363128,log(mg/L),ECHA,7963
1008,C4H8Cl2O,ClCCOCCCl,111-44-4,143.01171875,algea,5.579729825986222,log(mg/L),NITE,2043
1009,C6H12Cl3O4P,O=P(OCCCl)(OCCCl)OCCCl,115-96-8,285.4898376464844,algea,5.799092654460527,log(mg/L),NITE,2052
1010,CH2Cl2,ClCCl,75-09-2,84.93257904052734,algea,5.964257776669767,log(mg/L),"VEGA, Literature set",2030
1011,C10H9ClN2O2,O=c1[nH]c2ccccc2c(=O)n1CCCl,5081-87-8,224.64366149902344,algea,2.19722457733622,log(mg/L),ECHA,7964
1012,C8H8Cl2,ClCc1ccc(CCl)cc1,623-25-6,175.05511474609375,algea,-3.1190304898984844,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA",2020
1013,C14H12Cl2,ClCc1ccc(-c2ccc(CCl)cc2)cc1,1667-10-3,251.1510772705078,algea,-1.2006450142332614,log(mg/L),Literature set,7965
1014,C7H6Cl2,ClCc1ccccc1Cl,611-19-8,161.02853393554688,algea,-0.01005033585350145,log(mg/L),"NITE, VEGA, Literature set",7966
1015,C7H2Cl3NS,S=C=Nc1c(Cl)cc(Cl)cc1Cl,22134-07-2,238.521484375,algea,-2.1541650878757723,log(mg/L),Literature set,7967
1016,C6H3Cl3,Clc1cc(Cl)cc(Cl)c1,108-70-3,181.447021484375,algea,1.0986122886681098,log(mg/L),"NITE, OASIS, Literature set, VEGA",1947
1017,C4H2Cl2N2,Clc1cc(Cl)ncn1,1193-21-1,148.9780731201172,algea,2.5494451709255714,log(mg/L),ECHA,7968
1018,C7H5ClO,O=Cc1ccc(Cl)cc1,104-88-1,140.56700134277344,algea,2.760009940032921,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set",1961
1019,C6H3Cl3,Clc1ccc(Cl)c(Cl)c1,120-82-1,181.447021484375,algea,1.7404661748405046,log(mg/L),"ECHA, NITE, ECOTOX, Aquatic ECETOC, OASIS, EPAFHM, Literature set, VEGA",1941
1020,C6H4Cl2,Clc1ccc(Cl)cc1,106-46-7,147.001953125,algea,1.8325814637483104,log(mg/L),"NITE, ECOTOX, Aquatic ECETOC, OASIS, VEGA, Literature set",1964
1021,C13H9Cl3N2O,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,101-20-2,315.5823669433594,algea,-3.772261063052988,log(mg/L),"ECHA, NITE, ECOTOX, VEGA, Literature set",7969
1022,C12H8Cl2O,Clc1ccc(Oc2cccc(Cl)c2)cc1,6842-62-2,239.0973205566406,algea,-3.5613661338149765,log(mg/L),ECHA,7970
1023,C9H7ClN2O,O=c1ccn(-c2ccc(Cl)cc2)[nH]1,76205-19-1,194.61767578125,algea,1.673351238177753,log(mg/L),ECHA,7971
1024,C7H4ClN,N#Cc1ccc(Cl)cc1,623-03-0,137.56636047363278,algea,3.949318790171843,log(mg/L),ECHA,7972
1025,C12H14ClN3O,O=c1[nH]c2cc(Cl)ccc2n1C1CCNCC1,53786-28-0,251.71206665039062,algea,3.610917912644224,log(mg/L),ECHA,7973
1026,C6H4Cl2,Clc1cccc(Cl)c1,541-73-1,147.001953125,algea,1.9021075263969205,log(mg/L),"NITE, ECHA, ECOTOX, Aquatic ECETOC, OASIS, EPAFHM, Literature set",7974
1027,C6H3Cl3,Clc1cccc(Cl)c1Cl,87-61-6,181.447021484375,algea,0.4700036292457356,log(mg/L),"ECHA, NITE, OASIS, ECOTOX, Literature set, VEGA",3926
1028,C12H9Cl2N,Clc1cccc(Cl)c1Nc1ccccc1,15307-93-4,238.1125640869141,algea,-0.4780358009429998,log(mg/L),ECHA,7975
1029,C10H7Cl,Clc1cccc2ccccc12,90-13-1,162.61558532714844,algea,-0.7133498878774648,log(mg/L),"NITE, VEGA, Literature set",1934
1030,C6H5Cl,Clc1ccccc1,108-90-7,112.55690002441406,algea,3.389799336709786,log(mg/L),"VEGA, Literature set",1980
1031,C7H4ClN,N#Cc1ccccc1Cl,873-32-5,137.56636047363278,algea,2.9444389791664403,log(mg/L),"NITE, VEGA, Literature set",7976
1032,C12H13ClO,O=C(c1ccccc1Cl)C1CCCC1,6740-85-8,208.68402099609366,algea,0.7419373447293773,log(mg/L),ECHA,7977
1033,C7H5ClO,O=Cc1ccccc1Cl,89-98-5,140.56700134277344,algea,2.643333886382519,log(mg/L),"ECHA, ECOTOX, OASIS",3994
1034,C6H4Cl2,Clc1ccccc1Cl,95-50-1,147.001953125,algea,1.9315214116032136,log(mg/L),"NITE, ECOTOX, Aquatic ECETOC, OASIS, VEGA, Literature set",1927
1035,C12H10Cl2N2,Clc1ccccc1NNc1ccccc1Cl,782-74-1,253.127197265625,algea,0.1823215567939546,log(mg/L),"NITE, VEGA, Literature set",7978
1036,C9H5Cl3N4,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,101-05-3,275.52178955078125,algea,0.5766133643039938,log(mg/L),"VEGA, Literature set",1982
1037,C4HBrCl2N2,Clc1ncc(Br)c(Cl)n1,36082-50-5,227.87413024902344,algea,-1.0216512475319814,log(mg/L),Literature set,7979
1038,C6H6F2N2O2,Cn1cc(C(=O)O)c(C(F)F)n1,176969-34-9,176.120849609375,algea,3.5920931854262443,log(mg/L),ECHA,7980
1039,C11H14N5,Cn1cc[n+](C)c1N=Nc1ccc(N)cc1,97404-02-9,216.26235961914062,algea,2.8332133440562166,log(mg/L),ECHA,7981
1040,C4H6N2,Cn1ccnc1,616-47-7,82.10384368896484,algea,5.196838197598184,log(mg/L),ECHA,7982
1041,C4F6O3,O=C(OC(=O)C(F)(F)F)C(F)(F)F,407-25-0,210.0314178466797,algea,2.5297206655777926,log(mg/L),ECHA(12),7983
1042,C4H2F3N,N#CC=CC(F)(F)F,406-86-0,121.0605926513672,algea,-1.0216512475319814,log(mg/L),"NITE, VEGA, Literature set",7984
1043,C4H2F6,FC(F)(F)C=CC(F)(F)F,66711-86-2,164.04910278320312,algea,1.396244691973059,log(mg/L),ECHA,7985
1044,C7H5ClF3NO,FC(F)(F)COc1cccnc1Cl,256473-04-8,211.56890869140625,algea,4.067315889834181,log(mg/L),"ECHA, ECHA(12)",7986
1045,C8H4F6,FC(F)(F)c1cccc(C(F)(F)F)c1,402-31-3,214.1077880859375,algea,2.0541237336955462,log(mg/L),"NITE, Literature set",7987
1046,C7H5F3,FC(F)(F)c1ccccc1,98-08-8,146.1098175048828,algea,1.6863989535702288,log(mg/L),"ECHA, NITE, Literature set, VEGA",2799
1047,C3H2F4O,FC1(F)COC1(F)F,765-63-9,130.04100036621094,algea,1.8687205103641835,log(mg/L),ECHA,7988
1048,C3H3FO3,O=C1OCC(F)O1,114435-02-8,106.05252838134766,algea,3.4657359027997265,log(mg/L),ECHA,7989
1049,C7F8,Fc1c(F)c(F)c(C(F)(F)F)c(F)c1F,434-64-0,236.0621337890625,algea,3.3435682688255186,log(mg/L),Literature set,7990
1050,C6H2BrF3,Fc1cc(Br)cc(F)c1F,138526-69-9,210.9792938232422,algea,2.8903717578961645,log(mg/L),ECHA,7991
1051,C6H3BrF2,Fc1ccc(Br)cc1F,348-61-8,192.98883056640625,algea,2.4849066497880004,log(mg/L),"NITE, VEGA, Literature set",7992
1052,C12H14FNO,O=C(c1ccc(F)cc1)C1CCNCC1,25519-78-2,207.2440643310547,algea,2.9444389791664403,log(mg/L),ECHA,7993
1053,C10H10ClFO,O=C(CCCCl)c1ccc(F)cc1,3874-54-2,200.63720703125,algea,1.3660916538023706,log(mg/L),ECHA,7994
1054,C13H8F2O,O=C(c1ccc(F)cc1)c1ccc(F)cc1,345-92-6,218.19883728027344,algea,0.7701082216960737,log(mg/L),ECHA,7995
1055,C17H18F2N2,Fc1ccc(C(c2ccc(F)cc2)N2CCNCC2)cc1,27469-60-9,288.33502197265625,algea,-0.941608539858445,log(mg/L),ECHA,7996
1056,C11H11FO2,Fc1ccc2c(c1)CCC(C1CO1)O2,129050-23-3,194.2022399902344,algea,2.0668627594729756,log(mg/L),ECHA,7997
1057,C12H13FN2O,Fc1ccc2c(C3CCNCC3)noc2c1,84163-13-3,220.24282836914062,algea,1.6486586255873816,log(mg/L),ECHA,7998
1058,C14H11N,N#CC(c1ccccc1)c1ccccc1,86-29-3,193.24383544921875,algea,2.5572273113676265,log(mg/L),ECHA,2842
1059,C18H25N3,N#CC1(N2CCCCC2)CCN(Cc2ccccc2)CC1,84254-97-7,283.41119384765625,algea,3.0445224377234235,log(mg/L),ECHA,7999
1060,C7H9N,N#CC1=CCCCC1,1855-63-6,107.15306091308592,algea,3.7135720667043084,log(mg/L),"NITE, VEGA, Literature set",8000
1061,C4H2N2,N#CC=CC#N,764-42-1,78.07208251953125,algea,-0.9675840262617056,log(mg/L),"NITE, VEGA, Literature set",6198
1062,C8H12N2,N#CCCCCCCC#N,629-40-3,136.19427490234378,algea,4.787491742782046,log(mg/L),"NITE, VEGA, Literature set",6027
1063,C12H22N4,N#CCCNCCCCCCNCCC#N,2004-62-8,222.3298797607422,algea,4.330733340286331,log(mg/L),ECHA,8001
1064,C7H5N,N#Cc1ccccc1,100470,103.12129974365234,algea,4.859812404361672,log(mg/L),Literature set,8002
1065,C8H4N2,N#Cc1ccccc1C#N,91-15-6,128.13076782226562,algea,4.6443908991413725,log(mg/L),"NITE, VEGA, Literature set",4010
1066,C12H10N3,N#[N+]c1ccc(Nc2ccccc2)cc1,4477-28-5,196.2279052734375,algea,2.0668627594729756,log(mg/L),ECHA,8003
1067,C12H12N2,c1ccc(NNc2ccccc2)cc1,122-66-7,184.2370758056641,algea,-0.04604393850140685,log(mg/L),"NITE, VEGA, Literature set",8004
1068,C18H16N2,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,74-31-7,260.33303833007807,algea,-2.312635428847547,log(mg/L),ECHA,2856
1069,C12H11N,c1ccc(Nc2ccccc2)cc1,122-39-4,169.22244262695312,algea,0.3818552424690307,log(mg/L),"ECHA, NITE, EFSA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA",4878
1070,C12H9NO,c1ccc2c(c1)Nc1ccccc1O2,135-67-1,183.2059631347656,algea,0.3364722366212129,log(mg/L),Literature set,8005
1071,C13H13N3,N=C(Nc1ccccc1)Nc1ccccc1,24245-27-0,211.26242065429688,algea,2.028148247292285,log(mg/L),"ECHA, NITE, Literature set",2858
1072,C2H4N4,N#CNC(=N)N,461-58-5,84.0799560546875,algea,6.84587987526405,log(mg/L),NITE,8006
1073,C22H30Cl2N10,N=C(N)NC(=N)NCCCCCCNC(=N)NC(=Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1,55-56-1,505.44659423828125,algea,-3.1010927892118167,log(mg/L),"VEGA, Literature set",8007
1074,C8H8N4,N#Cc1ccc(NC(=N)N)cc1,5637-42-3,160.17591857910156,algea,4.418840607796597,log(mg/L),ECHA,8008
1075,CH4N2O2S,N=C(N)S(=O)O,1758-73-2,108.11965942382812,algea,3.9712348650599916,log(mg/L),"ECHA, NITE",8009
1076,C2H3Cl2NO,NC(=O)C(Cl)Cl,000683-72-7,127.95732116699214,algea,6.1092475827643655,log(mg/L),"VEGA, Literature set",8010
1077,C3H5NO,C=CC(N)=O,79-06-1,71.0779037475586,algea,5.780743515792329,log(mg/L),"VEGA, Literature set",2868
1078,C2H4ClNO,NC(=O)CCl,79-07-2,93.51226043701172,algea,1.5706970841176695,log(mg/L),ECHA,3772
1079,C4H6N4O3,NC(=O)NC1NC(=O)NC1=O,97-59-6,158.1154327392578,algea,8.294049640102028,log(mg/L),Literature set,8011
1080,C7H8N2O,NC(=O)Nc1ccccc1,64-10-8,136.15121459960938,algea,4.990432586778736,log(mg/L),Literature set,2886
1081,C7H5Cl2NO,NC(=O)c1c(Cl)cccc1Cl,2008-58-4,190.02670288085938,algea,3.828641396489095,log(mg/L),"VEGA, Literature set",8012
1082,C7H6N2O3,NC(=O)c1ccc([N+](=O)[O-])cc1,000619-80-7,166.13414001464844,algea,0.5007752879124892,log(mg/L),"VEGA, Literature set",2873
1083,C7H8N2O,NC(=O)c1ccccc1N,88-68-6,136.15121459960938,algea,3.7841896339182615,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set",8013
1084,C7H7NO2,NC(=O)c1ccccc1O,000065-45-2,137.135986328125,algea,4.465908118654584,log(mg/L),"VEGA, Literature set",2874
1085,C4H7NO4,NC(CC(=O)O)C(=O)O,3792-50-5,133.10267639160156,algea,2.8015405441895487,log(mg/L),ECHA,8014
1086,C6H13N3O3,NC(=O)NCCCC(N)C(=O)O,372-75-8,175.1857147216797,algea,8.842171048611718,log(mg/L),Literature set,8015
1087,C3H9NO2,NC(CO)CO,534-03-2,91.10906219482422,algea,6.173786103901937,log(mg/L),ECHA,8016
1088,C3H7NO2S,NC(CS)C(=O)O,52-89-1,121.1581802368164,algea,4.119849852630463,log(mg/L),ECHA,2904
1089,C9H11NO3,NC(Cc1ccc(O)cc1)C(=O)O,69847-45-6,181.18853759765625,algea,2.0048526846887635,log(mg/L),ECHA,8017
1090,C6H9N3O2,NC(Cc1cnc[nH]1)C(=O)O,71-00-1,155.15455627441406,algea,7.047517221357295,log(mg/L),Literature set,8018
1091,C2H4N4,N#CN=C(N)N,461-58-5,84.0799560546875,algea,6.908188185264689,log(mg/L),Literature set,8019
1092,C2H6N4O,NC(=O)N=C(N)N,17675-60-4,102.0952377319336,algea,3.471966452550362,log(mg/L),ECHA,8020
1093,CH4N2S,NC(N)=S,62-56-6,76.12085723876953,algea,4.606629121224334,log(mg/L),"VEGA, Literature set, ECOTOX, NITE, OASIS",2907
1094,C10H17N,NC12CC3CC(CC(C3)C1)C2,768-94-5,151.24868774414062,algea,4.128745988939433,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA",2995
1095,C10H6ClNO2,NC1=C(Cl)C(=O)c2ccccc2C1=O,2797-51-5,207.61314392089844,algea,-3.816712825623821,log(mg/L),EFSA,2918
1096,C6H13N,NC1CCCCC1,108-91-8,99.1741180419922,algea,3.3775875160230218,log(mg/L),"ECHA, NITE, VEGA, Literature set",2997
1097,CH3NO,NC=O,75-12-7,45.04061889648438,algea,6.908180188695217,log(mg/L),Literature set,2909
1098,C9H18N2,NCC1C2CCC(C2)C1CN,56602-77-8,154.25262451171875,algea,3.555348061489413,log(mg/L),ECHA,8021
1099,C8H18N2,NCC1CCCC(CN)C1,2579-20-6,142.24192810058594,algea,4.037774210733707,log(mg/L),ECHA,3692
1100,C7H15N,NCC1CCCCC1,3218-02-8,113.20069885253906,algea,2.5649493574615367,log(mg/L),Literature set,8022
1101,C3H7N,C=CCN,107-11-9,57.09437942504883,algea,3.1050350084444416,log(mg/L),"ECHA, OASIS",3003
1102,C9H14N4O3,NCCC(=O)NC(Cc1cnc[nH]1)C(=O)O,305-84-0,226.2324676513672,algea,3.9889840465642745,log(mg/L),Literature set,8023
1103,C3H7NO2,NCCC(=O)O,107-95-9,89.09317779541016,algea,4.543294782270004,log(mg/L),Literature set,8024
1104,C8H15N,NCCC1=CCCCC1,3399-73-3,125.2114028930664,algea,4.0535225677018465,log(mg/L),Literature set,8025
1105,C4H9NO2,NCCCC(=O)O,56-12-2,103.11975860595705,algea,5.081404364984463,log(mg/L),Literature set,8026
1106,C11H23NO2,NCCCCCCCCCCC(=O)O,2432-99-7,201.30581665039062,algea,3.970291913552122,log(mg/L),ECHA,8027
1107,C10H24N2,NCCCCCCCCCCN,646-25-3,172.3109588623047,algea,2.54002594900908,log(mg/L),ECHA,8028
1108,C5H14N2,NCCCCCN,462-94-2,102.17806243896484,algea,5.37989735354046,log(mg/L),Literature set,8029
1109,C4H12N2,NCCCCN,110-60-1,88.15148162841797,algea,6.2519038831658875,log(mg/L),Literature set,4633
1110,C7H19N3,NCCCCNCCCN,124-20-9,145.24586486816406,algea,4.07753744390572,log(mg/L),Literature set,8030
1111,C9H20N2,NCCCNC1CCCCC1,3312-60-5,156.2685089111328,algea,2.1656192379208883,log(mg/L),ECHA,8031
1112,C10H26N4,NCCCNCCCCNCCCN,71-44-3,202.3402404785156,algea,1.4350845252893227,log(mg/L),Literature set,8032
1113,C5H11NO,C=COCCCN,66415-55-2,101.14694213867188,algea,3.6428355156125294,log(mg/L),ECHA,8033
1114,C6H11N3,NCCCn1ccnc1,5036-48-6,125.17163848876952,algea,3.9278963545844356,log(mg/L),ECHA,8034
1115,C6H18N4,NCCNCCNCCN,112-24-3,146.23391723632812,algea,3.2958368660043287,log(mg/L),NITE,3026
1116,C8H23N5,NCCNCCNCCNCCN,112-57-2,189.30172729492188,algea,-2.5071522587353203,log(mg/L),"NITE, Literature set",4691
1117,C4H12N2O,NCCOCCN,2752-17-2,104.15087890625,algea,3.6635616461296463,log(mg/L),ECHA,8035
1118,C2H7NS,NCCS,156-57-0,77.148681640625,algea,2.9806186357439426,log(mg/L),ECHA,8036
1119,C9H7F6N,NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,85068-29-7,243.1490020751953,algea,0.8285518175661483,log(mg/L),"NITE, VEGA, Literature set",8037
1120,C8H12N2,NCc1cccc(CN)c1,1477-55-0,136.19427490234378,algea,3.4028626609812167,log(mg/L),"ECHA, NITE, Literature set",3005
1121,C7H9N,NCc1ccccc1,100-46-9,107.15306091308594,algea,5.341994481330644,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA",8038
1122,C7H14N2,NN1CC2CCCC2C1,54528-00-6,126.199462890625,algea,2.302585092994046,log(mg/L),ECHA,8039
1123,C3H9N3O2,NNC(=O)C(N)CO,55819-71-1,119.1224594116211,algea,3.8501476017100575,log(mg/L),ECHA,8040
1124,C6H14N4O2,NNC(=O)CCCCC(=O)NN,1071-93-8,174.20095825195312,algea,2.1910947169606825,log(mg/L),ECHA,8041
1125,CH6N4O,NNC(=O)NN,497-18-7,90.08454132080078,algea,0.4054651081081644,log(mg/L),"ECHA, NITE, VEGA, Literature set",8042
1126,CH5N3O,NNC(N)=O,563-41-7,75.06990051269531,algea,3.122364924487357,log(mg/L),ECHA,8043
1127,CH5N3S,NNC(N)=S,79-19-6,91.135498046875,algea,2.9444389791664403,log(mg/L),"NITE, VEGA, Literature set",3033
1128,C6H5Cl3N2,NNc1c(Cl)cc(Cl)cc1Cl,5329-12-4,211.47630310058602,algea,-2.4769384801388235,log(mg/L),"NITE, VEGA, Literature set",8044
1129,C6H9N4O3P,NP(N)(=O)Nc1ccccc1[N+](=O)[O-],874819-71-3,216.1344146728516,algea,3.93963817246112,log(mg/L),ECHA,8045
1130,C8H8Cl3N3O4S2,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,133-67-5,380.6558227539063,algea,6.411818267709898,log(mg/L),Literature set,3037
1131,C13H12FN3O2S2,NS(=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1,6156-18-9,325.3816833496094,algea,3.7135720667043084,log(mg/L),ECHA,8046
1132,C6H5F3N2O2S,NS(=O)(=O)c1ncccc1C(F)(F)F,104040-76-8,226.1763153076172,algea,4.944495491591711,log(mg/L),EFSA,8047
1133,C6H3Cl4N,Nc1c(Cl)c(Cl)cc(Cl)c1Cl,003481-20-7,230.9067230224609,algea,0.10705907229340778,log(mg/L),"VEGA, Literature set",8048
1134,C6H4Cl3N,Nc1c(Cl)cc(Cl)cc1Cl,634-93-5,196.46165466308602,algea,0.8960880245566357,log(mg/L),"NITE, VEGA, Literature set",2923
1135,C9H11N3O2,Nc1c(OCCO)nn2ccccc12,1079221-49-0,193.2025451660156,algea,2.4849066497880004,log(mg/L),ECHA,8049
1136,C4H6N4O,Nc1cc(=O)nc(N)[nH]1,56-06-4,126.11663818359376,algea,6.246106765481563,log(mg/L),Literature set,8050
1137,C6H4Cl3N,Nc1cc(Cl)c(Cl)c(Cl)c1,634-91-3,196.46165466308602,algea,1.2809338454620642,log(mg/L),Literature set,8051
1138,C6H5Cl2N,Nc1cc(Cl)ccc1Cl,95-82-9,162.0166015625,algea,1.9021075263969198,log(mg/L),"NITE, VEGA, Literature set",2924
1139,C12H8Cl3NO,Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,56966-52-0,288.5570068359375,algea,-1.1394342831883648,log(mg/L),ECHA,8052
1140,C6H5ClN2O3,Nc1cc([N+](=O)[O-])cc(Cl)c1O,6358-09-4,188.5684967041016,algea,4.411585436915425,log(mg/L),ECHA,8053
1141,C10H9NO6S2,Nc1cc(S(=O)(=O)O)cc2cccc(S(=O)(=O)O)c12,74543-22-9,303.3115539550781,algea,4.705920089088234,log(mg/L),ECHA,8054
1142,C7H6ClNO2,Nc1cc(C(=O)O)ccc1Cl,2840-28-0,171.58103942871094,algea,2.3978952727983707,log(mg/L),"NITE, Literature set",8055
1143,C11H9NO2,Nc1cc2ccccc2cc1C(=O)O,5959-52-4,187.1946563720703,algea,3.332204510175204,log(mg/L),Literature set,8056
1144,C10H10N2,Nc1cc2ccccc2cc1N,771-97-1,158.19979858398438,algea,1.5040773967762742,log(mg/L),Literature set,8057
1145,C7H5BrF3N,Nc1ccc(Br)c(C(F)(F)F)c1,393-36-2,240.0205078125,algea,1.1275236321625297,log(mg/L),ECHA,8058
1146,C10H13NO2,Nc1ccc(CCCC(=O)O)cc1,15118-60-2,179.21572875976562,algea,6.18826412308259,log(mg/L),Literature set,8059
1147,C16H20N2O,Nc1ccc(CCNCC(O)c2ccccc2)cc1,521284-22-0,256.34280395507807,algea,3.4011973816621555,log(mg/L),ECHA,8060
1148,C13H12Cl2N2,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,000101-14-4,267.15377807617193,algea,-0.15782408519356708,log(mg/L),"VEGA, Literature set, ECHA, NITE",2922
1149,C13H14N2,Nc1ccc(Cc2ccc(N)cc2)cc1,101-77-9,198.2636566162109,algea,2.602689685444384,log(mg/L),"ECHA, NITE, VEGA, Literature set",4374
1150,C6H5Cl2N,Nc1ccc(Cl)c(Cl)c1,95-76-1,162.0166015625,algea,1.5260563034950492,log(mg/L),"NITE, VEGA, Literature set",4175
1151,C6H4Cl3N,Nc1ccc(Cl)c(Cl)c1Cl,634-67-3,196.46165466308602,algea,0.8329091229351039,log(mg/L),"VEGA, Literature set",8061
1152,C6H6ClNO3S,Nc1ccc(Cl)c(S(=O)(=O)O)c1,88-43-7,207.63473510742188,algea,4.484131857611035,log(mg/L),ECHA,8062
1153,C6H6ClN,Nc1ccc(Cl)cc1,106-47-8,127.57154083251952,algea,0.9745596399981308,log(mg/L),"NITE, VEGA, Literature set",2952
1154,C6H5Cl2N,Nc1ccc(Cl)cc1Cl,554-00-7,162.0166015625,algea,1.5686159179138452,log(mg/L),"NITE, VEGA, Literature set",5717
1155,C6H5ClN2O2,Nc1ccc(Cl)cc1[N+](=O)[O-],89-63-4,172.56910705566406,algea,2.1400661634962708,log(mg/L),"NITE, VEGA, Literature set",3977
1156,C6H5F2N,Nc1ccc(F)cc1F,367-25-9,129.10740661621094,algea,3.0845557098553633,log(mg/L),ECHA,5350
1157,C6H8N2O3S,Nc1ccc(N)c(S(=O)(=O)O)c1,88-45-9,188.20431518554688,algea,4.8629083820668,log(mg/L),ECHA,8063
1158,C11H11N5,Nc1ccc(N=Nc2ccccc2)c(N)n1,136-40-3,213.2385406494141,algea,-0.4155154439616658,log(mg/L),Literature set,8064
1159,C13H14N2O2,Nc1ccc(O)c(Cc2cc(N)ccc2O)c1,27311-52-0,230.2624664306641,algea,2.47232786758114,log(mg/L),ECHA,8065
1160,C6H6N2O3,Nc1ccc(O)c([N+](=O)[O-])c1,119-34-6,154.12344360351562,algea,1.6094379124341005,log(mg/L),"NITE, VEGA, Literature set",2931
1161,C8H12N2O2,Nc1ccc(OCCO)c(N)c1,66422-95-5,168.19308471679688,algea,3.5973122605884464,log(mg/L),ECHA,8066
1162,C12H10ClNO,Nc1ccc(Oc2ccc(Cl)cc2)cc1,101-79-1,219.6669006347656,algea,-0.4732087601946839,log(mg/L),Literature set,8067
1163,C12H12N2O,Nc1ccc(Oc2ccc(N)cc2)cc1,101-80-4,200.23648071289062,algea,3.077312260546414,log(mg/L),"ECHA, NITE",2960
1164,C18H16N2O2,Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1,2479-46-1,292.33184814453125,algea,0.6418538861723947,log(mg/L),"NITE, VEGA, Literature set",8068
1165,C6H8N2O3S,Nc1ccc(S(=O)(=O)O)c(N)c1,88-63-1,188.20431518554688,algea,4.700480365792417,log(mg/L),ECHA,2940
1166,C7H6F3N,Nc1ccc(C(F)(F)F)cc1,455-14-1,161.12445068359375,algea,2.137710449803812,log(mg/L),ECHA,8069
1167,C7H7NO2,Nc1ccc(C(=O)O)cc1,150-13-0,137.135986328125,algea,6.715383386334682,log(mg/L),Literature set,8070
1168,C12H11N3,Nc1ccc(N=Nc2ccccc2)cc1,60-09-3,197.23583984375,algea,0.7178397931503168,log(mg/L),"NITE, VEGA, Literature set",8071
1169,C11H11N3O2S,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,144-83-2,249.2889404296875,algea,5.25227342804663,log(mg/L),Literature set,2948
1170,C12H12N2O2S,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,80-08-0,248.30088806152344,algea,0.9932517730102834,log(mg/L),ECHA,2947
1171,C6H8N2O2S,Nc1ccc(S(N)(=O)=O)cc1,63-74-1,172.20492553710938,algea,3.1354942159291497,log(mg/L),"NITE, Literature set",2950
1172,C6H7NO3S,Nc1ccc(S(=O)(=O)O)cc1,121-57-3,173.18968200683594,algea,4.574710978503383,log(mg/L),"ECHA, ECOTOX, Literature set",4855
