,chemical_formula,smiles,casnum,molecular_weight,species,algea_EC50,units,source
568,C18H39N,CCCCCCN(CCCCCC)CCCCCC,102-86-3,269.50897216796875,algea,-2.9187712324178627,log(mg/L),ECHA
569,C12H27N,CCCCCCNCCCCCC,000143-16-8,185.3494873046875,algea,-0.00601807232556291,log(mg/L),"VEGA, Literature set"
570,C6H14O,CCCCCCO,111-27-3,102.1747589111328,algea,4.378269585796169,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
571,C9H16O2,C=CC(=O)OCCCCCC,2499-95-8,156.22213745117188,algea,0.598836501088704,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
572,C8H16O2,CCCCCCOC(C)=O,142-92-7,144.21144104003906,algea,2.4849066497880004,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
573,C12H24O2,CCCCCCOC1CCC(C)(C)O1,1497420-94-6,200.31776428222656,algea,2.6390573296152584,log(mg/L),ECHA
574,C12H19NO,CCCCCCOc1ccc(N)cc1,039905-57-2,193.28536987304688,algea,0.8109302162163288,log(mg/L),"VEGA, Literature set"
575,C12H18O2,CCCCCCc1ccc(O)cc1O,136-77-6,194.2701263427734,algea,1.8309801823813363,log(mg/L),"ECHA, OASIS"
576,C15H33N,CCCCCN(CCCCC)CCCCC,621-77-2,227.4292297363281,algea,1.425515074273172,log(mg/L),Literature set
577,C5H12O,CCCCCO,000071-41-0,88.14817810058594,algea,5.914043400139397,log(mg/L),"VEGA, Literature set"
578,C13H18O2,CCCCCOC(=O)Cc1ccccc1,5137-52-0,206.28082275390625,algea,2.8678989020441064,log(mg/L),ECHA
579,C20H44N,CCCCC[N+](CCCCC)(CCCCC)CCCCC,4965-17-7,298.570068359375,algea,0.2199384203652614,log(mg/L),Literature set
580,C11H16O,CCCCCc1ccc(O)cc1,14938-35-3,164.244140625,algea,0.5596157879354227,log(mg/L),"NITE, VEGA, Literature set"
581,C4H11N,CCCCN,109-73-9,73.1368408203125,algea,2.833213344056216,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
582,C6H15N,CCCCN(C)C,927-62-8,101.19000244140624,algea,2.1972245773362196,log(mg/L),ECHA
583,C6H14N2O,CCCCN(CC)N=O,4549-44-4,130.18815612792972,algea,3.9512437185814275,log(mg/L),Literature set
584,C9H19NO,CCCCN(C=O)CCCC,000761-65-9,157.25326538085938,algea,5.375278407684165,log(mg/L),"VEGA, Literature set"
585,C12H27N,CCCCN(CCCC)CCCC,102-82-9,185.3494873046875,algea,2.312535423847214,log(mg/L),ECHA
586,C10H23NO,CCCCN(CCO)CCCC,102-81-8,173.29571533203125,algea,3.013080911888604,log(mg/L),"ECHA, NITE, Literature set"
587,C6H13N3O5,CCCCN(CCO[N+](=O)[O-])[N+](=O)[O-],82486-82-6,207.1845245361328,algea,3.9512437185814275,log(mg/L),ECHA
588,C5H9NO,CCCCN=C=O,111-36-4,99.1310577392578,algea,3.933784497209659,log(mg/L),ECHA
589,C5H9NS,CCCCN=C=S,592-82-5,115.19666290283205,algea,-1.0216512475319814,log(mg/L),"VEGA, Literature set"
590,C10H17NO4,C=CC(=O)OCCOC(=O)NCCCC,63225-53-6,215.24627685546872,algea,1.7884205679625405,log(mg/L),ECHA
591,C6H15NO,CCCCNCCO,111-75-1,117.18939971923828,algea,3.4011973816621555,log(mg/L),ECHA
592,C8H14O2,C=C(C)C(=O)OCCCC,97-88-1,142.195556640625,algea,2.917770732084279,log(mg/L),"NITE, VEGA, Literature set"
593,C7H14O3,CCCCOC(=O)C(C)O,138-22-7,146.18426513671875,algea,6.444131256700441,log(mg/L),"Aquatic ECETOC, ECHA, ECOTOX"
594,C8H12O4,CCCCOC(=O)C=CC(=O)O,925-21-3,172.17848205566406,algea,3.4339872044851463,log(mg/L),ECHA
595,C13H22O4,C=C(CC(=O)OCCCC)C(=O)OCCCC,2155-60-4,242.31138610839844,algea,1.9315214116032138,log(mg/L),ECHA
596,C8H16O2,CCCCOC(=O)CCC,109-21-7,144.21144104003906,algea,3.6027767550605247,log(mg/L),"ECHA, ECOTOX, OASIS, Literature set"
597,C9H16O3,CCCCOC(=O)CCC(C)=O,2052-15-5,172.22154235839844,algea,5.42141956368202,log(mg/L),ECHA
598,C19H21O4P,CCCCOC(=O)CCP1(=O)Oc2ccccc2-c2ccccc21,848820-98-4,344.3414001464844,algea,2.5649493574615367,log(mg/L),ECHA
599,C7H14O2S,CCCCOC(=O)CCS,16215-21-7,162.24986267089844,algea,-0.6481738149172142,log(mg/L),ECHA
600,C13H24O4S2,CCCCOC(=O)CSCSCC(=O)OCCCC,14338-82-0,308.457275390625,algea,1.9315214116032138,log(mg/L),ECHA
601,C11H15NO2,CCCCOC(=O)c1ccc(N)cc1,94-25-7,193.2423095703125,algea,1.7227665977411035,log(mg/L),Literature set
602,C16H22O4,CCCCOC(=O)c1ccccc1C(=O)OCCCC,84-74-2,278.34347534179693,algea,1.7119945007591926,log(mg/L),"ECHA, NITE, VEGA, Literature set"
603,C19H20O4,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,85-68-7,312.3597106933594,algea,-0.4155154439616658,log(mg/L),"ECHA, ECOTOX, OASIS, Literature set, VEGA"
604,C6H12O,C=COCCCC,111-34-2,100.15888214111328,algea,2.9856819377004897,log(mg/L),ECHA
605,C6H14O,CCCCOCC,628-81-9,102.1747589111328,algea,5.491207874691225,log(mg/L),ECHA
606,C10H20O3,C=CCOCC(O)COCCCC,53146-45-5,188.26400756835938,algea,4.867534450455582,log(mg/L),ECHA
607,C8H18O,CCCCOCCCC,142-96-1,130.22792053222656,algea,3.091042453358316,log(mg/L),"NITE, VEGA, Literature set"
608,C7H17NO,CCCCOCCCN,16499-88-0,131.21598815917972,algea,2.6390573296152584,log(mg/L),ECHA
609,C6H14O2,CCCCOCCO,111-76-2,118.17416381835938,algea,6.434546518787453,log(mg/L),"ECHA, NITE, ECOTOX, OASIS, Literature set"
610,C18H34O6,CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC,141-18-4,346.4589538574219,algea,3.054944133185837,log(mg/L),ECHA
611,C12H22O4,C=C(C)C(=O)OCCOCCOCCCC,7328-22-5,230.3006896972656,algea,4.553876891600541,log(mg/L),ECHA
612,C12H26O3,CCCCOCCOCCOCCCC,112-73-2,218.3330383300781,algea,3.720862499966987,log(mg/L),ECHA
613,C10H22O4,CCCCOCCOCCOCCO,143-22-6,206.2792816162109,algea,6.697034247666484,log(mg/L),"ECHA, NITE, Literature set"
614,C9H17NO2S,CCCCOCCOCCSC#N,112-56-1,203.3017883300781,algea,2.4849066497880004,log(mg/L),Literature set
615,C18H39O7P,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,78-51-3,398.4718322753906,algea,4.110873864173311,log(mg/L),"ECHA, NITE, ECOTOX, OASIS, EPAFHM, Literature set"
616,C17H26ClNO2,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,23184-66-9,311.8468322753906,algea,-5.991464547107982,log(mg/L),"NITE, VEGA, Literature set"
617,C12H18O3,CCCCOCc1ccc(O)c(OC)c1,82654-98-6,210.26953125,algea,4.209160236650682,log(mg/L),ECHA
618,C12H27O4P,CCCCOP(=O)(OCCCC)OCCCC,126-73-8,266.31414794921875,algea,2.163323025660538,log(mg/L),"NITE, ECOTOX, OASIS, VEGA, Literature set"
619,C8H18S,CCCCSCCCC,000544-40-1,146.29351806640625,algea,1.9851308622085946,log(mg/L),"VEGA, Literature set"
620,C13H30N,CCCC[N+](C)(CCCC)CCCC,56375-79-2,200.38400268554688,algea,5.187385805840755,log(mg/L),ECHA
621,C16H36N,CCCC[N+](CCCC)(CCCC)CCCC,311-28-4,242.4637451171875,algea,1.2809338454620642,log(mg/L),Literature set
622,C19H34N,CCCC[N+](CCCC)(CCCC)Cc1ccccc1,23616-79-7,276.47998046875,algea,1.4586150226995167,log(mg/L),Literature set
623,C16H36P,CCCC[P+](CCCC)(CCCC)CCCC,121240-56-0,259.43081665039057,algea,1.0438040521731147,log(mg/L),ECHA
624,C10H14,CCCCc1ccccc1,104-51-8,134.21817016601562,algea,0.30010459245033816,log(mg/L),"NITE, Aquatic ECETOC, VEGA, Literature set"
625,C3H9N,CCCN,000107-10-8,59.11026000976562,algea,4.343805421853684,log(mg/L),"VEGA, Literature set"
626,C5H13N,CCCN(C)C,926-63-6,87.16342163085938,algea,1.9300710850255671,log(mg/L),ECHA
627,C12H18N4O6S,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],19044-88-3,346.3595275878906,algea,-1.1086626245216111,log(mg/L),"VEGA, Literature set"
628,C14H24O4,CCCOC(=O)C1CCCCC1C(=O)OCCC,65646-25-5,256.33795166015625,algea,2.772588722239781,log(mg/L),ECHA
629,C10H12O3,CCCOC(=O)c1ccc(O)cc1,94-13-3,180.2004852294922,algea,2.772588722239781,log(mg/L),ECHA
630,C5H10O2,CCCOC(C)=O,109-60-4,102.13169860839844,algea,6.51025834052315,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
631,C13H20O2,CCCOC(C)OCCc1ccccc1,7493-57-4,208.2967071533203,algea,2.128231705849268,log(mg/L),ECHA
632,C17H14BrF2N3O3S,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Br)cc23)c1F,918504-27-5,458.27716064453125,algea,3.0819099697950434,log(mg/L),ECHA
633,C6H14S,CCCSCCC,000111-47-7,118.2403564453125,algea,4.030339232246188,log(mg/L),"VEGA, Literature set"
634,C9H12,CCCc1ccccc1,103651,120.19158172607422,algea,0.5877866649021191,log(mg/L),"ECOTOX, Literature set"
635,C2H5Cl,CCCl,75-00-3,64.51409912109375,algea,4.770684624465665,log(mg/L),ECHA
636,C15H23NOS,CCN(C(=O)SCc1ccccc1)C(C)C(C)C,85785-20-2,265.41421508789057,algea,-3.101092789211817,log(mg/L),"NITE, VEGA, Literature set"
637,C8H19N,CCN(C(C)C)C(C)C,7087-68-5,129.2431640625,algea,5.0106352940962555,log(mg/L),ECHA
638,C12H16ClNOS,CCN(CC)C(=O)SCc1ccc(Cl)cc1,28249-77-6,257.779541015625,algea,-2.7105533313203285,log(mg/L),"NITE, VEGA, Literature set"
639,C12H17NO,CCN(CC)C(=O)c1cccc(C)c1,134-62-3,191.2694854736328,algea,4.276666119016055,log(mg/L),"NITE, VEGA, Literature set"
640,C6H13NO,CCN(CC)C(C)=O,685916,115.17352294921876,algea,7.7706452341291765,log(mg/L),Literature set
641,C10H21N,CCN(CC)C1CCCCC1,000091-65-6,155.2804412841797,algea,4.23410650459726,log(mg/L),"VEGA, Literature set"
642,C6H15N,CCN(CC)CC,636-70-4,101.19000244140624,algea,2.0794415416798357,log(mg/L),"ECHA, NITE, VEGA, Literature set"
643,C7H17NO,CCN(CC)CC(C)O,4402-32-8,131.21598815917972,algea,2.91235066461494,log(mg/L),ECHA
644,C7H18N2,CCN(CC)CCCN,104-78-9,130.23121643066406,algea,3.5263605246161616,log(mg/L),ECHA
645,C8H16N2S,CCN(CC)CCCN=C=S,2626-52-0,172.29104614257812,algea,-0.7550225842780328,log(mg/L),Literature set
646,C23H27NP,CCN(CC)[P+](Cc1ccccc1)(c1ccccc1)c1ccccc1,82857-68-9,348.4409484863281,algea,1.5260563034950492,log(mg/L),ECHA
647,C23H29N2,CCN(CC)c1ccc(C=CC2=[N+](C)c3ccccc3C2(C)C)cc1,75535-16-9,333.4897766113281,algea,0.06859279146561167,log(mg/L),ECHA
648,C27H34N2O6S2,CCN(CC)c1ccc(C(c2ccc(N(CC)CC)cc2)c2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)cc1,129-17-9,545.6907348632811,algea,4.030694535145645,log(mg/L),ECHA
649,C14H17NO2,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,91-44-1,231.290283203125,algea,1.5260563034950492,log(mg/L),ECHA
650,C22H24N3O2,CCN(CC)c1ccc2cc(-c3n(C)c4ccccc4[n+]3C)c(=O)oc2c1,29556-33-0,362.4448547363281,algea,0.47000362924573563,log(mg/L),ECHA
651,C11H14ClNO,CCN(CCCl)c1ccc(C=O)cc1,2643-07-4,211.68795776367188,algea,2.667228206581955,log(mg/L),ECHA
652,C9H22N2O,CCN(CCO)CCCC(C)N,69559-11-1,174.28378295898438,algea,4.155753190350744,log(mg/L),ECHA
653,C37H38N2O10S3,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)c2ccc(O)cc2S(=O)(=O)O)cc1,2353-45-9,765.89208984375,algea,4.141546163706395,log(mg/L),ECHA
654,C7H15N,CCN1CCCCC1,766-09-6,113.20069885253906,algea,3.202746442938317,log(mg/L),ECHA
655,C6H13NO,CCN1CCOCC1,100-74-3,115.17352294921876,algea,3.9512437185814275,log(mg/L),NITE
656,C14H25NO3,CCNC(=O)C(=O)OC1CC(C)CCC1C(C)C,1122460-01-8,255.35321044921875,algea,2.0215475632609334,log(mg/L),ECHA
657,C13H25NO,CCNC(=O)C1CC(C)CCC1C(C)C,39711-79-0,211.3437042236328,algea,4.0809215418899605,log(mg/L),ECHA
658,C5H12N2S,CCNC(=S)NCC,105-55-5,132.2271728515625,algea,5.736572297479192,log(mg/L),"ECHA, ECOTOX"
659,C4H11NO,CCNCCO,110-73-6,89.13623809814453,algea,4.28771595520264,log(mg/L),ECHA
660,C12H13N,CCNc1cccc2ccccc12,118-44-5,171.2383270263672,algea,1.9878743481543455,log(mg/L),Literature set
661,C8H11N,CCNc1ccccc1,103-69-5,121.1796417236328,algea,2.70805020110221,log(mg/L),"NITE, VEGA, Literature set"
662,C8H14ClN5,CCNc1nc(Cl)nc(NC(C)C)n1,1912-24-9,215.6832580566406,algea,-1.8078888511579387,log(mg/L),"Aquatic ECETOC, VEGA, Literature set"
663,C7H12ClN5,CCNc1nc(Cl)nc(NCC)n1,122-34-9,201.65667724609372,algea,-0.8675005677047231,log(mg/L),"VEGA, Literature set"
664,C11H21N5S,CCNc1nc(NC(C)C(C)C)nc(SC)n1,22936-75-0,255.3829345703125,algea,-4.8283137373023015,log(mg/L),Literature set
665,C8H15N5S,CCNc1nc(NCC)nc(SC)n1,1014-70-6,213.30319213867188,algea,-3.912023005428146,log(mg/L),"NITE, VEGA, Literature set"
666,C14H24O2,C=C(OCC)C1C(C)(C)CC(=O)CC1(C)C,36306-87-3,224.33917236328125,algea,3.2188758248682006,log(mg/L),ECHA
667,C6H12O2,CCOC(=O)C(C)C,97-62-1,116.15827941894531,algea,5.472270673671475,log(mg/L),ECHA
668,C5H10O3,CCOC(=O)C(C)O,687-47-8,118.131103515625,algea,7.9724660159745655,log(mg/L),"Aquatic ECETOC, ECHA, ECOTOX"
669,C4H5Cl3O2,CCOC(=O)C(Cl)(Cl)Cl,515-84-4,191.44029235839844,algea,4.102643365036796,log(mg/L),"NITE, VEGA, Literature set"
670,C6H9ClO3,CCOC(=O)C(Cl)C(C)=O,609-15-4,164.5868682861328,algea,3.0404666048941618,log(mg/L),ECHA
671,C8H14O6,CCOC(=O)C(O)C(O)C(=O)OCC,87-91-2,206.1931610107422,algea,5.132522488751033,log(mg/L),"ECHA, OASIS, Literature set"
672,C13H20O2,CCOC(=O)C12CCCC1C1CCC2C1,80657-64-3,208.2967071533203,algea,1.8309801823813363,log(mg/L),ECHA
673,C12H18O2,CCOC(=O)C1=C(C)C=CCC1(C)C,35044-59-8,194.27012634277344,algea,2.186051276738094,log(mg/L),ECHA
674,C10H16O3,CCOC(=O)C1CCC(C)CC1=O,13537-82-1,184.23223876953125,algea,4.007333185232471,log(mg/L),ECHA
675,C12H20O4,CCOC(=O)C1CCC(C(=O)OCC)CC1,72903-27-6,228.28480529785156,algea,4.454347296253507,log(mg/L),ECHA
676,C5H8O2,C=CC(=O)OCC,140-88-5,100.1158218383789,algea,1.6639260977181702,log(mg/L),"ECHA, NITE, VEGA, Literature set"
677,C11H12O2,CCOC(=O)C=Cc1ccccc1,103-36-6,176.21177673339844,algea,2.028148247292285,log(mg/L),ECHA
678,C7H12O4,CCOC(=O)CC(=O)OCC,105-53-3,160.16778564453125,algea,6.551080335043404,log(mg/L),"NITE, Literature set"
679,C7H14O2,CCOC(=O)CC(C)C,108-64-5,130.18486022949222,algea,4.820281565605037,log(mg/L),ECHA
680,C10H19O6PS2,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,121-75-5,330.3580322265625,algea,3.1780538303479458,log(mg/L),"VEGA, Literature set"
681,C11H23O4PS2,CCOC(=O)CCSP(=S)(OC(C)C)OC(C)C,71735-74-5,314.40167236328125,algea,2.1138429683971682,log(mg/L),ECHA
682,C15H27NO3,CCOC(=O)CNC(=O)C1CC(C)CCC1C(C)C,68489-14-5,269.37979125976557,algea,4.330733340286331,log(mg/L),ECHA
683,C10H12O2,CCOC(=O)Cc1ccccc1,101-97-3,164.20108032226562,algea,3.8022081394209395,log(mg/L),ECHA
684,C11H15NO2,CCOC(=O)N(CC)c1ccccc1,1013-75-8,193.2423095703125,algea,4.176538799848087,log(mg/L),ECHA
685,C15H15NO2,CCOC(=O)N(c1ccccc1)c1ccccc1,603-52-1,241.2851104736328,algea,2.0135687975291283,log(mg/L),ECHA
686,C4H5NO2S,CCOC(=O)N=C=S,16182-04-0,131.15299987792972,algea,3.6888794541139363,log(mg/L),Literature set
687,C10H13NO4S,CCOC(=O)NS(=O)(=O)c1ccc(C)cc1,5577-13-9,243.27952575683597,algea,4.07753744390572,log(mg/L),ECHA
688,C9H11NO2,CCOC(=O)c1ccc(N)cc1,000094-09-7,165.18914794921875,algea,4.204692619390966,log(mg/L),"VEGA, Literature set"
689,C9H10O4,CCOC(=O)c1ccc(O)c(O)c1,3943-89-3,182.17330932617188,algea,0.8754687373538999,log(mg/L),ECHA
690,C9H10O3,CCOC(=O)c1ccc(O)cc1,120-47-8,166.1739044189453,algea,3.6109179126442243,log(mg/L),ECHA
691,C11H15NO2,CCOC(=O)c1ccc(N(C)C)cc1,10287-53-3,193.24230957031247,algea,1.0296194171811581,log(mg/L),ECHA
692,C9H10O2,CCOC(=O)c1ccccc1,93-89-0,150.17449951171875,algea,3.1822118404966093,log(mg/L),"ECHA, ECOTOX, OASIS, Literature set"
693,C9H10O3,CCOC(=O)c1ccccc1O,118-61-6,166.1739044189453,algea,2.248128907197987,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
694,C27H28N4O5,CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c1CCN(c1ccc(N3CCCCC3=O)cc1)C2=O,503614-91-3,488.5350341796875,algea,2.3978952727983707,log(mg/L),ECHA
695,C7H16O,CCOC(C)(C)CC,919-94-8,116.20133972167969,algea,5.8289456176102075,log(mg/L),ECHA
696,C14H26O2,C=CC(C)(CCC=C(C)C)OC(C)OCC,40910-49-4,226.35504150390625,algea,2.4849066497880004,log(mg/L),ECHA
697,C12H18O2,CCOC(C)OCCc1ccccc1,2556-10-7,194.27012634277344,algea,2.128231705849268,log(mg/L),ECHA
698,C10H20O,CCOC1C(C)CCCC1C,286472-48-8,156.26519775390625,algea,1.791759469228055,log(mg/L),ECHA
699,C11H22O,CCOC1CC(C)CC(C)(C)C1,67583-77-1,170.29177856445312,algea,2.201659174404085,log(mg/L),ECHA
700,C4H8O,C=COCC,109-92-2,72.10572052001953,algea,3.8264651170664994,log(mg/L),ECHA
701,C4H10O,CCOCC,000060-29-7,74.1216049194336,algea,7.733254406894402,log(mg/L),"VEGA, Literature set"
702,C5H10O,C=CCOCC,557-31-3,86.1323013305664,algea,1.8982193803291822,log(mg/L),Literature set
703,C7H14O3,CCOCCC(=O)OCC,763699,146.18426513671875,algea,4.454963385501314,log(mg/L),Literature set
704,C4H10O2,CCOCCO,000110-80-5,90.12100219726562,algea,9.104447492415614,log(mg/L),"VEGA, Literature set"
705,C6H12O3,CCOCCOC(C)=O,000111-15-9,132.15768432617188,algea,6.908353100251388,log(mg/L),"VEGA, Literature set"
706,C13H16NO4PS,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,18854-01-8,313.3092041015625,algea,-0.6443570163905132,log(mg/L),"NITE, Literature set"
707,C14H17N2O4PS,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,119-12-0,340.33453369140625,algea,1.9459101490553132,log(mg/L),"NITE, ECOTOX"
708,C10H13Cl2O3PS,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,97-17-6,315.1531677246094,algea,-0.9088187170354541,log(mg/L),Literature set
709,C12H15ClNO4PS2,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,2310-17-0,367.8085632324219,algea,0.09531017980432493,log(mg/L),"EFSA, Literature set"
710,C4H11O2PS2,CCOP(=S)(S)OCC,298-06-6,186.23269653320312,algea,4.143134726391533,log(mg/L),"NITE, Literature set"
711,C14H22N2O3,CCOc1cc(N2CCOCC2)c(OCC)cc1N,51963-82-7,266.33609008789057,algea,2.0014800002101243,log(mg/L),"NITE, VEGA, Literature set"
712,C21H29N3O3,CCOc1ccc(CC(CNCCN)NC(=O)OCc2ccccc2)cc1,221640-14-8,371.4732666015625,algea,1.4350845252893227,log(mg/L),ECHA
713,C10H13NO2,CCOc1ccc(NC(C)=O)cc1,62-44-2,179.21572875976562,algea,5.0689042022202315,log(mg/L),Literature set
714,C9H10O3,CCOc1ccc(C(=O)O)cc1,619-86-3,166.1739044189453,algea,4.848116364598481,log(mg/L),ECHA
715,C9H12N2O,CCOc1ccccc1C(=N)N,18637-00-8,164.20437622070312,algea,3.39047341829918,log(mg/L),ECHA
716,C9H10O3,CCOc1ccccc1C(=O)O,134-11-2,166.1739044189453,algea,4.420044701861403,log(mg/L),ECHA
717,C4H10S2,CCSSCC,110-81-6,122.252197265625,algea,1.4816045409242156,log(mg/L),"VEGA, Literature set"
718,C8H20N,CC[N+](CC)(CC)CC,71-91-0,130.2510986328125,algea,5.84354441703136,log(mg/L),Literature set
719,C12H14N,CC[n+]1c(C)ccc2ccccc21,606-55-3,172.2462615966797,algea,5.337538079701318,log(mg/L),Literature set
720,C16H26O,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,004130-42-1,234.3770446777344,algea,-0.6539264674066639,log(mg/L),"VEGA, Literature set, NITE"
721,C8H11N,CCc1ccc(C)nc1,104-90-5,121.1796417236328,algea,4.11414718951828,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
722,C10H14,CCc1ccc(CC)cc1,105-05-5,134.21817016601562,algea,0.6418538861723947,log(mg/L),ECHA
723,C14H14,CCc1ccc(-c2ccccc2)cc1,5707-44-8,182.26095581054688,algea,-2.0402208285265546,log(mg/L),"NITE, Literature set, VEGA"
724,C8H10O3S,CCc1ccc(S(=O)(=O)O)cc1,98-69-1,186.2281951904297,algea,5.793013608384144,log(mg/L),Literature set
725,C9H13N,CCc1cccc(C)c1N,24549-06-2,135.20622253417972,algea,4.154184562578117,log(mg/L),ECHA
726,C15H22ClNO2,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,51218-45-2,283.7936706542969,algea,-1.5606477482646683,log(mg/L),"VEGA, Literature set"
727,C12H15NO,CCc1cccc2c(CCO)c[nH]c12,41340-36-7,189.25360107421875,algea,2.2082744135228043,log(mg/L),ECHA
728,C8H10,CCc1ccccc1,100-41-4,106.1650009155273,algea,1.6094379124341003,log(mg/L),"Aquatic ECETOC, ECOTOX, OASIS, VEGA, Literature set"
729,C7H8O3,CCc1occc(=O)c1O,4940-11-8,140.13662719726562,algea,1.9740810260220096,log(mg/L),ECHA
730,C6H11N2,CCn1cc[n+](C)c1,143314-16-3,111.1649398803711,algea,4.400603020246817,log(mg/L),ECHA
731,CH5N,CN,593-51-1,31.05710029602051,algea,6.878944197128018,log(mg/L),ECHA
732,C16H14N2O2S,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,73250-68-7,298.35955810546875,algea,-1.3862943611198906,log(mg/L),Literature set
733,C15H16N2O,CN(C(=O)N(C)c1ccccc1)c1ccccc1,611-92-7,240.3003387451172,algea,3.629660094453965,log(mg/L),ECHA
734,C9H10Cl2N2O,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,330-54-1,233.0944976806641,algea,-3.4769990950784373,log(mg/L),"ECHA, EPAFHM, Literature set"
735,C10H11F3N2O,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2164-17-2,232.2023468017578,algea,-0.08338160893905101,log(mg/L),"ECHA, ECOTOX(10), VEGA, Literature set"
736,C6H15NO,CN(C)C(C)(C)CO,7005-47-2,117.18939971923828,algea,5.966146739123692,log(mg/L),ECHA
737,C12H21N,CN(C)C12CC3CC(CC(C3)C1)C2,3717-40-6,179.30184936523438,algea,4.605170185988092,log(mg/L),ECHA
738,C22H23ClN2O8,CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,64-72-2,478.879638671875,algea,-2.2072749131897207,log(mg/L),Literature set
739,C22H24N2O8,CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,64-75-5,444.4345703125,algea,-1.0498221244986778,log(mg/L),Literature set
740,C8H17N,CN(C)C1CCCCC1,85099-25-8,127.22727966308592,algea,3.332204510175204,log(mg/L),ECHA
741,C3H7NO,CN(C)C=O,68-12-2,73.09378051757812,algea,6.908316121680465,log(mg/L),"VEGA, Literature set"
742,C8H18N2,CN(C)CC=CCN(C)C,4559-79-9,142.24192810058594,algea,1.4816045409242156,log(mg/L),Literature set
743,C10H24N2,CN(C)CCCCCCN(C)C,111-18-2,172.3109588623047,algea,5.043425116919247,log(mg/L),"ECHA, NITE"
744,C5H14N2,CN(C)CCCN,109-55-7,102.17806243896484,algea,3.5263605246161616,log(mg/L),ECHA
745,C7H18N2,CN(C)CCCN(C)C,110-95-2,130.23121643066406,algea,2.302585092994046,log(mg/L),ECHA
746,C11H27N3,CN(C)CCCN(C)CCCN(C)C,3855-32-1,201.35218811035156,algea,3.5550623063795967,log(mg/L),ECHA
747,C15H36N4,CN(C)CCCN(CCCN(C)C)CCCN(C)C,33329-35-0,272.47314453125,algea,4.316153890523174,log(mg/L),ECHA
748,C9H18N2O,C=C(C)C(=O)NCCCN(C)C,5205-93-6,170.2520294189453,algea,4.545420181582317,log(mg/L),ECHA
749,C14H31N3,CN(C)CCCNC1CC(C)(C)NC(C)(C)C1,78014-16-1,241.4160461425781,algea,4.182050142641207,log(mg/L),ECHA
750,C8H21N3,CN(C)CCCNCCCN,10563-29-8,159.27244567871094,algea,3.044522437723423,log(mg/L),ECHA
751,C9H23N3,CN(C)CCN(C)CCN(C)C,3030-47-5,173.2990264892578,algea,3.9512437185814275,log(mg/L),"NITE, VEGA, Literature set"
752,C9H21N3,CN(C)CCN1CCN(C)CC1,104-19-8,171.28314208984375,algea,3.481240089335692,log(mg/L),ECHA
753,C8H20N2O,CN(C)CCOCCN(C)C,3033-62-3,160.2572021484375,algea,3.1570004211501135,log(mg/L),ECHA
754,C13H31N3O2,CN(C)CCOCCN(C)CCOCCN(C)C,65286-55-7,261.40414428710943,algea,2.8903717578961645,log(mg/L),ECHA
755,C6H15NO2,CN(C)CCOCCO,1704-62-7,133.18879699707028,algea,5.075173815233827,log(mg/L),ECHA
756,C15H27N3O,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,90-72-2,265.39437866210943,algea,3.770459441106359,log(mg/L),ECHA
