,chemical_formula,smiles,casnum,molecular_weight,species,fish_LC50,units,source
1164,C12H17NO2,CNC(=O)Oc1ccc(C(C)(C)C)cc1,2626-83-7,207.26889038085938,fish,2.302585092994046,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1165,C11H15NO2,CNC(=O)Oc1cccc(C(C)C)c1,64-00-6,193.2423095703125,fish,-1.9661128563728327,log(mg/L),ECOTOX
1166,C12H15NO3,CNC(=O)Oc1cccc2c1OC(C)(C)C2,1563662,221.25241088867188,fish,-0.1729667089624362,log(mg/L),"ECOTOX, OASIS, EFSA, VEGA, Literature set"
1167,C11H13NO4,CNC(=O)Oc1cccc2c1OC(C)(C)O2,22781-23-3,223.2252197265625,fish,0.1823215567939546,log(mg/L),"VEGA, Literature set"
1168,C12H11NO2,CNC(=O)Oc1cccc2ccccc12,63-25-2,201.2212371826172,fish,1.3837912309017721,log(mg/L),"ECOTOX(76), OASIS, ECOTOX-EPA(78), EPAFHM, Literature set, VEGA"
1169,C11H15NO2,CNC(=O)Oc1ccccc1C(C)C,2631-40-5,193.2423095703125,fish,3.4657359027997265,log(mg/L),ECOTOX
1170,C11H13NO4,CNC(=O)Oc1ccccc1C1OCCO1,6988212,223.2252197265625,fish,3.374168709274236,log(mg/L),ECOTOX
1171,C11H15NO3,CNC(=O)Oc1ccccc1OC(C)C,114-26-1,209.24169921875,fish,1.9416152247724325,log(mg/L),"ECOTOX, OASIS, ECOTOX-EPA(13), EPAFHM, Literature set, VEGA"
1172,C13H13N3O2,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,284462-37-9,243.26123046875,fish,4.502029427068578,log(mg/L),ECHA
1173,C2H7N3S,CNC(=S)NN,6610-29-3,105.16207885742188,fish,2.995732273553991,log(mg/L),ECHA
1174,C17H17Cl2N,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,79617-96-2,306.2295837402344,fish,-1.6554818509355071,log(mg/L),ECOTOX
1175,C17H18F3NO,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,56296787,309.3261413574219,fish,-0.4231200433468851,log(mg/L),ECOTOX
1176,C12H19ClNO3P,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,299-86-5,291.7109375,fish,0.5877866649021191,log(mg/L),ECOTOX
1177,C9H14N2O3S,CNS(=O)(=O)c1cc(OC)c(N)cc1C,49564-57-0,230.2840576171875,fish,5.739792912179234,log(mg/L),ECHA
1178,C7H8FN,CNc1ccc(F)cc1,459-59-6,125.14352416992188,fish,3.648057459593681,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1179,C17H16N2O3,CNc1ccc(NCCO)c2c1C(=O)c1ccccc1C2=O,2475-46-9,296.320556640625,fish,0.0,log(mg/L),"ECOTOX, Literature set"
1180,C7H9N,CNc1ccccc1,100-61-8,107.15306091308592,fish,4.605165794795218,log(mg/L),"NITE, VEGA, Literature set"
1181,C12H9ClF3N3O,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,27314132,303.6675720214844,fish,2.179286876649552,log(mg/L),ECOTOX
1182,C12H7F2NO4,COC(=O)C(C#N)=Cc1cccc2c1OC(F)(F)O2,1333488-95-1,267.18508911132807,fish,2.5952547069568657,log(mg/L),ECHA
1183,C11H13BrO2,COC(=O)C(C)(C)c1ccc(Br)cc1,154825-97-5,257.12371826171875,fish,1.415853163361435,log(mg/L),ECHA
1184,C5H8O2,C=C(C)C(=O)OC,000080-62-6,100.1158218383789,fish,5.739792912179234,log(mg/L),"VEGA, Literature set"
1185,C17H15ClFNO3,COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,52756-25-9,335.7572937011719,fish,1.7128064454111336,log(mg/L),ECOTOX
1186,C4H8O3,COC(=O)C(C)O,17392-83-5,104.10452270507812,fish,5.768320995793772,log(mg/L),ECHA
1187,C16H14Cl2O4,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,51338-27-3,341.18597412109375,fish,-1.2378743560016174,log(mg/L),"EFSA, Literature set, ECOTOX, ECOTOX-EPA(15)"
1188,C4H5FO2,C=C(F)C(=O)OC,2343-89-7,104.07970428466795,fish,2.256541154492639,log(mg/L),ECHA
1189,C20H26Cl2O2,COC(=O)C1(Cl)C(Cl)CCC2(C)c3ccc(C(C)C)cc3CCC21,57055397,369.32525634765625,fish,-0.44316697529217586,log(mg/L),Literature set
1190,C20H27ClO2,COC(=O)C1(Cl)CCCC2(C)c3ccc(C(C)C)cc3CCC12,57055-38-6,334.88018798828125,fish,-0.5108256237659907,log(mg/L),"ECOTOX, Literature set"
1191,C15H11ClO3,COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,2536314,274.69903564453125,fish,0.7608058290337602,log(mg/L),"ECOTOX, Literature set"
1192,C16H24O3,COC(=O)C1=CCC(C(C)CC(=O)C=C(C)C)CC1,16060-78-9,264.35995483398443,fish,-0.2231435513142097,log(mg/L),ECOTOX
1193,C16H26O3,COC(=O)C1=CCC(C(C)CC(=O)CC(C)C)CC1,17904-27-7,266.3758544921875,fish,0.4054651081081644,log(mg/L),ECOTOX
1194,C11H8Cl6O4,COC(=O)C1C(C(=O)OC)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,1773-89-3,416.8968200683594,fish,0.5596157879354227,log(mg/L),"ECOTOX, Literature set"
1195,C4H6O2,C=CC(=O)OC,96-33-3,86.08924102783203,fish,0.5933268452777344,log(mg/L),"ECHA, NITE, VEGA, Literature set"
1196,C5H9NO2,COC(=O)C=C(C)N,14205-39-1,115.13046264648438,fish,3.5667118201397288,log(mg/L),ECHA
1197,C10H10O2,COC(=O)C=Cc1ccccc1,103-26-4,162.18521118164062,fish,1.0152306797290584,log(mg/L),ECHA
1198,C4H5NO2,COC(=O)CC#N,105-34-0,99.08799743652344,fish,4.9344739331306915,log(mg/L),ECHA
1199,C5H8O4,COC(=O)CC(=O)OC,108-59-8,132.1146240234375,fish,2.5119989072143833,log(mg/L),"OASIS, Literature set"
1200,C9H15O8P,COC(=O)C=C(CC(=O)OC)OP(=O)(OC)OC,122-10-1,282.1843566894531,fish,-0.6733445532637656,log(mg/L),ECOTOX
1201,C7H12O4,COC(=O)CCCC(=O)OC,1119400,160.16778564453125,fish,3.1190112897141624,log(mg/L),Literature set
1202,C11H20O2,C=CCCCCCCCC(=O)OC,25601-41-6,184.2752990722656,fish,1.4816045409242156,log(mg/L),ECHA
1203,C12H22O4,COC(=O)CCCCCCCCC(=O)OC,106-79-6,230.3006896972656,fish,2.6026896854443837,log(mg/L),ECHA
1204,C12H22O2,C=CCCCCCCCCC(=O)OC,111-81-9,198.3018798828125,fish,1.2536197442153498,log(mg/L),ECHA
1205,C18H28O3,COC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,6386-38-5,292.4131164550781,fish,1.7316555451583497,log(mg/L),ECHA
1206,C15H15ClFN3O3S2,COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl,117337196,403.8793029785156,fish,-1.9661128563728327,log(mg/L),ECOTOX
1207,C9H10O2,COC(=O)Cc1ccccc1,101-41-7,150.17449951171875,fish,2.7813006628418027,log(mg/L),ECHA
1208,C22H17ClF3N3O7,COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,173584446,527.83447265625,fish,-0.25489224962879004,log(mg/L),ECOTOX
1209,C12H14N4O4S2,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,23564058,342.3939514160156,fish,3.4094961844768505,log(mg/L),"ECOTOX, OASIS, VEGA, Literature set"
1210,C16H17F5N2O2S,COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,117718-60-2,396.3753967285156,fish,1.2237754316221157,log(mg/L),"Literature set, ECOTOX"
1211,C10H6Cl4O4,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,1861321,331.9642333984375,fish,2.9069010598473755,log(mg/L),ECOTOX
1212,C10H6Cl4O3S,COC(=O)c1c(Cl)c(Cl)c(C(=O)SC)c(Cl)c1Cl,3765-57-9,348.02984619140625,fish,0.3364722366212129,log(mg/L),ECOTOX
1213,C8H6Cl2O2,COC(=O)c1cc(Cl)ccc1Cl,2905-69-3,205.0380401611328,fish,2.629120240515018,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1214,C10H11NO4,COC(=O)c1ccc(C(=O)OC)c(N)c1,5372-81-6,209.1986389160156,fish,2.190535589185423,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
1215,C12H12O6,COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1,2459-10-1,252.22007751464844,fish,2.225704048658088,log(mg/L),ECHA
1216,C10H9NO6,COC(=O)c1ccc(C(=O)OC)c([N+](=O)[O-])c1,5292-45-5,239.1815643310547,fish,1.8748743759385615,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
1217,C9H10O2,COC(=O)c1ccc(C)cc1,99-75-2,150.17449951171875,fish,3.0204248861443626,log(mg/L),ECHA
1218,C8H7ClO2,COC(=O)c1ccc(Cl)cc1,1126-46-1,170.59298706054688,fish,2.3978952727983707,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1219,C8H6ClNO4,COC(=O)c1ccc(Cl)cc1[N+](=O)[O-],42087-80-9,215.59054565429688,fish,3.3214324131932926,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1220,C8H8O3,COC(=O)c1ccc(O)cc1,99-76-3,152.14732360839844,fish,4.0943445622221,log(mg/L),"ECHA, NITE, VEGA, Literature set"
1221,C8H8O4,COC(=O)c1ccc(O)cc1O,2150-47-2,168.146728515625,fish,3.824284091120139,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1222,C9H7NO2,COC(=O)c1ccc(C#N)cc1,1129-35-7,161.15737915039062,fish,3.845883202923601,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1223,C10H10O4,COC(=O)c1ccc(C(=O)OC)cc1,120616,194.1840057373047,fish,2.5649493574615367,log(mg/L),Literature set
1224,C8H7NO4,COC(=O)c1ccc([N+](=O)[O-])cc1,619-50-1,181.14547729492188,fish,3.169685580677429,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1225,C10H10O4,COC(=O)c1cccc(C(=O)OC)c1,1459-93-4,194.1840057373047,fish,3.0726933146901194,log(mg/L),ECHA
1226,C8H8O2,COC(=O)c1ccccc1,93-58-3,136.14791870117188,fish,3.367295829986474,log(mg/L),ECHA
1227,C10H10O4,COC(=O)c1ccccc1C(=O)OC,131113,194.1840057373047,fish,4.02535169073515,log(mg/L),"ECOTOX, Aquatic ECETOC, OASIS, VEGA, Literature set"
1228,C15H12O3,COC(=O)c1ccccc1C(=O)c1ccccc1,606-28-0,240.2539825439453,fish,2.214846178686039,log(mg/L),ECHA
1229,C8H9NO2,COC(=O)c1ccccc1N,134203,151.16256713867188,fish,3.184284380098582,log(mg/L),ECOTOX
1230,C15H17N5O6S,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,101200-48-0,395.390380859375,fish,5.666703466414781,log(mg/L),Literature set
1231,C15H12F4N4O7S,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,86209510,468.3370056152344,fish,5.3471075307174685,log(mg/L),ECOTOX
1232,C9H10ClN3O2,COC(=O)c1nc(C2CC2)nc(N)c1Cl,858954833,227.6475982666016,fish,2.6390573296152584,log(mg/L),ECOTOX
1233,C5H12O,COC(C)(C)C,1634-04-4,88.14817810058594,fish,6.51025834052315,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1234,C3H6O2,COC(C)=O,79-20-9,74.07854461669922,fish,5.942558651414926,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1235,C7H14O3,COC(C)CCOC(C)=O,4435-53-4,146.18426513671875,fish,1.9600947840472698,log(mg/L),ECHA
1236,C12H16O4,COC(=O)CC(OC)c1ccc(OC)cc1,69098-08-4,224.2530517578125,fish,2.856470206220483,log(mg/L),ECHA
1237,C16H28O,COC1(C)CCC23CC1C(C)(C)C2CCC3C,67874-81-1,236.39292907714844,fish,-0.843970070294529,log(mg/L),ECHA
1238,C19H28O2,COC1=CCC2=C(CCC3C2CCC2(C)C(O)CCC32)C1,1091-93-6,288.4244384765625,fish,-3.506557897319982,log(mg/L),ECHA
1239,C3H6O,C=COC,107-25-5,58.079139709472656,fish,3.4995332823830174,log(mg/L),ECHA
1240,C22H17N3O5,COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,131860338,403.3874816894531,fish,-0.39898614201045535,log(mg/L),"ECOTOX, VEGA, Literature set"
1241,C15H21NO4,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,70630-17-0,279.33154296875,fish,5.240105456799623,log(mg/L),"EFSA, ECOTOX, Literature set"
1242,C12H18ClNO2S,COCC(C)N(C(=O)CCl)c1c(C)csc1C,87674-68-8,275.79483032226557,fish,1.9169226121820613,log(mg/L),"Literature set, ECOTOX"
1243,C6H12O3,COCC(C)OC(C)=O,108656,132.15768432617188,fish,5.081404364984463,log(mg/L),Literature set
1244,C15H21F3N2O2,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,54739-18-3,318.33465576171875,fish,0.766862218382226,log(mg/L),ECOTOX
1245,C13H15F3O2,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,61718-80-7,260.25222778320307,fish,1.7578579175523739,log(mg/L),ECHA
1246,C14H23NO4,COCCCNCc1cc(OC)c(OC)c(OC)c1,34274-04-9,269.33673095703125,fish,4.912654885736052,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1247,C3H9NO,COCCN,109-85-3,75.10966491699219,fish,6.261491684321042,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1248,C3H8O2,COCCO,109-86-4,76.09442138671875,fish,9.764945177647032,log(mg/L),"OASIS, Literature set, VEGA"
1249,C7H12O3,C=C(C)C(=O)OCCOC,6976-93-8,144.1683807373047,fish,3.919991175077323,log(mg/L),ECHA
1250,C6H14O3,COCCOCCOC,111-96-6,134.17356872558594,fish,9.043787434445086,log(mg/L),"ECHA, Literature set"
1251,C9H12O2,COCCc1ccc(O)cc1,56718-71-9,152.1903839111328,fish,5.459585514144159,log(mg/L),ECHA
1252,C3H8O2,COCOC,109-87-5,76.09442138671875,fish,8.848639354498129,log(mg/L),"ECOTOX, OASIS, Literature set"
1253,C18H20F4O3,CC=CC1C(C(=O)OCc2c(F)c(F)c(COC)c(F)c2F)C1(C)C,240494706,360.3432312011719,fish,-6.263273270403473,log(mg/L),ECOTOX
1254,C19H18ClN3O4,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,175013-18-0,387.8169250488281,fish,-2.882403588246988,log(mg/L),"ECOTOX, ECOTOX-EPA(11)"
1255,C9H11ClN2O2,CON(C)C(=O)Nc1ccc(Cl)cc1,1746-81-2,214.6488342285156,fish,3.9810269380389487,log(mg/L),"VEGA, Literature set"
1256,C20H19F3N2O4,CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,141517-21-7,408.3710632324219,fish,-2.7181005369557116,log(mg/L),ECOTOX
1257,C18H19NO4,CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,143390890,313.3477783203125,fish,-0.6951491832306184,log(mg/L),ECOTOX
1258,C21H16ClFN4O5,CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,361377-29-9,458.8269348144531,fish,-0.7256703722655053,log(mg/L),"EFSA, ECOTOX"
1259,C10H9Cl4O4P,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,22248-79-9,365.9618225097656,fish,-0.6367668471238376,log(mg/L),"Literature set, ECOTOX"
1260,C4H7Br2Cl2O4P,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,300-76-5,380.7837524414063,fish,-1.3862943611198906,log(mg/L),"ECOTOX, Literature set, VEGA"
1261,C8H16NO5P,COP(=O)(OC)OC(C)=CC(=O)N(C)C,141-66-2,237.1901092529297,fish,2.7245795030534206,log(mg/L),ECOTOX
1262,C4H7Cl2O4P,COP(=O)(OC)OC=C(Cl)Cl,62737,220.9757385253906,fish,1.1939224684724346,log(mg/L),"ECOTOX, OASIS, VEGA, Literature set"
1263,C11H18O6P2S2,COP(=O)(OC)SC(SP(=O)(OC)OC)c1ccccc1,2274-99-9,372.3345336914063,fish,-1.9661128563728327,log(mg/L),ECOTOX
1264,C11H17O3PS2,COP(=S)(OC)Oc1cc(C)c(SC)c(C)c1,55-37-8,292.3546447753906,fish,-1.1394342831883648,log(mg/L),ECOTOX
1265,C8H8BrCl2O3PS,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,2104-96-3,365.99609375,fish,-0.7979616395554515,log(mg/L),OASIS
1266,C8H8Cl3O3PS,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,299-84-3,321.5450744628906,fish,-0.027885203489535663,log(mg/L),"ECOTOX, OASIS, Literature set"
1267,C8H8Cl2IO3PS,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,18181-70-9,412.9965515136719,fish,-4.122744036743799,log(mg/L),"ECOTOX, OASIS"
1268,C9H9ClNO3PS,COP(=S)(OC)Oc1ccc(Cl)cc1C#N,18936-52-2,277.6644287109375,fish,-0.751794121500845,log(mg/L),OASIS
1269,C10H15O3PS2,COP(=S)(OC)Oc1ccc(SC)c(C)c1,55-38-9,278.3280639648437,fish,1.1314021114911006,log(mg/L),"ECOTOX(10), OASIS, ECOTOX-EPA(13), Literature set, VEGA"
1270,C9H12NO5PS,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,122-14-5,277.23403930664057,fish,0.9555114450274363,log(mg/L),"ECHA, ECOTOX, OASIS, EFSA, VEGA, Literature set"
1271,C8H9ClNO5PS,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,500-28-7,297.65252685546875,fish,0.39325458732254137,log(mg/L),"OASIS, Literature set"
1272,C9H10NO3PS,COP(=S)(OC)Oc1ccc(C#N)cc1,2636-26-2,243.2193603515625,fish,2.615691434418304,log(mg/L),OASIS
1273,C8H10NO5PS,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,298-00-0,263.2074584960937,fish,1.9643112344262046,log(mg/L),"ECOTOX(13), OASIS, ECOTOX-EPA(14), Literature set, VEGA"
1274,C8H9ClNO5PS,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,2463-84-5,297.65252685546875,fish,-0.2217540812229999,log(mg/L),OASIS
1275,C7H7Cl3NO3PS,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,5598-13-0,322.53314208984375,fish,-1.2006450142332614,log(mg/L),"VEGA, Literature set"
1276,C7H13ClN3O3PS,COP(=S)(OC)Oc1nc(Cl)n(C(C)C)n1,42509831,285.68817138671875,fish,-3.979231755121596,log(mg/L),ECOTOX
1277,C9H12ClO2PS3,COP(=S)(OC)SCSc1ccc(Cl)cc1,953-17-3,314.8121337890625,fish,-0.19845093872383832,log(mg/L),ECOTOX
1278,C10H12N3O3PS2,COP(=S)(OC)SCn1nnc2ccccc2c1=O,86-50-0,317.3243408203125,fish,-1.448169764837978,log(mg/L),"VEGA, Literature set"
1279,C13H10BrCl2O2PS,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,21609-90-5,412.0660705566406,fish,-3.6212208056401214,log(mg/L),Literature set
1280,C2H8NO2PS,COP(N)(=O)SC,10265926,141.12918090820312,fish,3.828641396489095,log(mg/L),ECOTOX
1281,C2H7O4P,COP(=O)(O)OC,813-78-5,126.04833984375,fish,2.879149618124713,log(mg/L),Literature set
1282,C2H7O3PS,COP(=O)(S)OC,1112-38-5,142.1139373779297,fish,3.7500686224263586,log(mg/L),Literature set
1283,C2H7O2PS2,COP(=S)(S)OC,756-80-9,158.17953491210938,fish,3.2815025779789586,log(mg/L),Literature set
1284,C7H3Cl5O,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1825214,280.36312866210943,fish,-0.4307829160924542,log(mg/L),"ECOTOX, OASIS, Literature set"
1285,C8H6Cl2O3,COc1c(Cl)ccc(Cl)c1C(=O)O,1918-00-9,221.03744506835938,fish,4.402441819416474,log(mg/L),"Literature set, ECOTOX"
1286,C8H6BrNO5,COc1c(O)c(Br)cc(C=O)c1[N+](=O)[O-],98434-34-5,276.0409545898437,fish,4.294560608892605,log(mg/L),"OASIS, EPAFHM, Literature set, VEGA"
1287,C7H4Cl4O2,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,2539175,261.91744995117193,fish,-1.0642108619507773,log(mg/L),"ECOTOX, OASIS, VEGA, Literature set"
1288,C7H5Cl3O2,COc1c(O)c(Cl)cc(Cl)c1Cl,60712-44-9,227.47239685058597,fish,0.8908804466439456,log(mg/L),OASIS
1289,C8H7Cl3O3,COc1c(O)c(OC)c(Cl)c(Cl)c1Cl,2539-26-6,257.49838256835943,fish,1.2237754316221157,log(mg/L),"ECOTOX, OASIS"
1290,C7H5Cl3O2,COc1c(O)cc(Cl)c(Cl)c1Cl,57057837,227.47239685058597,fish,-0.2876820724517809,log(mg/L),"ECOTOX, OASIS, VEGA, Literature set"
1291,C8H7BrO3,COc1cc(Br)c(C=O)cc1O,2973-59-3,231.0433807373046,fish,1.2237754316221157,log(mg/L),ECHA
1292,C17H18BrNO3,COc1cc(Br)c2c3c1OC1CC(=O)C=C(CCN(C)C2)C31,183487-56-1,364.2337341308594,fish,2.4849066497880004,log(mg/L),ECHA
1293,C8H7BrO3,COc1cc(C=O)cc(Br)c1O,2973-76-4,231.0433807373046,fish,4.089332020398556,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1294,C8H7NO5,COc1cc(C=O)cc([N+](=O)[O-])c1O,6635-20-7,197.14488220214844,fish,4.812184355372417,log(mg/L),ECHA
1295,C8H8O3,COc1cc(C=O)ccc1O,121-33-5,152.14732360839844,fish,4.431736932025354,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
1296,C12H14O4,COc1cc(C=O)ccc1OC(=O)C(C)C,20665-85-4,222.23716735839844,fish,1.7867469274045107,log(mg/L),ECHA
1297,C10H12O2,C=CCc1ccc(O)c(OC)c1,97-53-0,164.20108032226562,fish,3.166205365912488,log(mg/L),"ECHA, EFSA, ECOTOX, Literature set"
1298,C23H22ClNO4,C#CCOc1ccc(CCNC(=O)C(OCC#C)c2ccc(Cl)cc2)cc1OC,374726622,411.8780822753906,fish,1.4929040961781488,log(mg/L),ECOTOX
1299,C7H6Cl2O2,COc1cc(Cl)c(Cl)cc1O,2460-49-3,193.02734375,fish,1.4973884086254774,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1300,C8H8Cl2O2,COc1cc(Cl)c(OC)cc1Cl,2675-77-6,207.05392456054688,fish,1.589235205116581,log(mg/L),"Literature set, ECOTOX"
1301,C8H10ClNO2,COc1cc(Cl)c(OC)cc1N,6358-64-1,187.62350463867188,fish,1.6884339186605983,log(mg/L),"ECHA, Literature set"
1302,C9H10O4,COc1cc(O)c(C=O)c(OC)c1,708-76-9,182.17330932617188,fish,0.9858167945227654,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1303,C14H12O6S,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,4065-45-6,308.3064880371094,fish,3.2188758248682006,log(mg/L),ECHA
1304,C10H12O4,COc1cc(OC)c(OC)cc1C=O,4460-86-0,196.19989013671875,fish,3.901972669574645,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1305,C13H12F3N5O5S,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,104040-78-0,407.3251037597656,fish,4.74493212836325,log(mg/L),"EFSA, ECOTOX"
1306,C8H8ClNO4,COc1cc([N+](=O)[O-])c(OC)cc1Cl,6940-53-0,217.60641479492188,fish,2.388762789235098,log(mg/L),ECHA
1307,C7H8N2O3,COc1cc([N+](=O)[O-])ccc1N,97-52-9,168.1500244140625,fish,3.912023005428146,log(mg/L),ECHA
1308,C7H6F3NO,COc1cc(C(F)(F)F)ccn1,219715-34-1,177.1238555908203,fish,4.52720864451838,log(mg/L),ECHA
1309,C12H13NO3,COc1cc2c(cc1OC)CC(=O)NC=C2,73942-87-7,219.2365264892578,fish,2.6878474937846906,log(mg/L),ECHA
1310,C23H26N2O4,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,357-57-3,394.4635620117188,fish,3.58351893845611,log(mg/L),ECOTOX
1311,C23H22O6,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,83-79-4,394.4171752929688,fish,-5.219471737511528,log(mg/L),"VEGA, Literature set"
1312,C14H12O3,COc1ccc(C(=O)c2ccccc2)c(O)c1,131-57-7,228.24328613281247,fish,1.33500106673234,log(mg/L),"ECHA, NITE, Literature set"
1313,C9H10O3,COc1ccc(C(C)=O)c(O)c1,552-41-0,166.1739044189453,fish,4.056552327359944,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1314,C11H14O4,COc1ccc(C(C)=O)c(OC)c1OC,13909734,210.2264709472656,fish,5.427752584579917,log(mg/L),"EPAFHM, Literature set, VEGA"
1315,C9H10O3,COc1ccc(C=O)c(OC)c1,613-45-6,166.1739044189453,fish,3.0007198150650303,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1316,C8H8O2,COc1ccc(C=O)cc1,123-11-5,136.14791870117188,fish,3.6888794541139363,log(mg/L),"ECHA, NITE, VEGA, Literature set"
1317,C8H8O3,COc1ccc(C=O)cc1O,621-59-0,152.14732360839844,fish,4.705015520957808,log(mg/L),ECHA(10)
1318,C11H14O2,COc1ccc(CC(C)C=O)cc1,5462-06-6,178.2276611328125,fish,1.6486586255873816,log(mg/L),ECHA
1319,C11H14O2,C=CCc1ccc(OC)c(OC)c1,93-15-2,178.2276611328125,fish,2.6390573296152584,log(mg/L),"ECHA, NITE, VEGA, Literature set"
1320,C27H38N2O4,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,52539,454.60162353515625,fish,1.000631880307906,log(mg/L),ECOTOX
1321,C10H15NO2,COc1ccc(CCN)cc1OC,120-20-7,181.23159790039062,fish,2.6390573296152584,log(mg/L),ECHA
1322,C10H12O3,COc1ccc(COC(C)=O)cc1,104-21-2,180.2004852294922,fish,2.5726122302071057,log(mg/L),ECHA
1323,C11H12ClNO3,COc1ccc(Cl)cc1NC(=O)CC(C)=O,52793-11-0,241.6708831787109,fish,3.931041011263908,log(mg/L),ECHA
1324,C7H8N2O3,COc1ccc(N)c([N+](=O)[O-])c1,96-96-8,168.1500244140625,fish,3.713572066704308,log(mg/L),"NITE, VEGA, Literature set"
1325,C21H25N2O2,COc1ccc(NC=CC2=[N+](C)c3ccccc3C2(C)C)c(OC)c1,4208-80-4,337.4353942871094,fish,1.1631508098056809,log(mg/L),ECOTOX
