id,comp_id,species,daphnia_ec50,fish_lc50,algea_ec50,units,source
1952,8752,fish,"",4.9,"",mg/L,ECOTOX
1953,2348,fish,"",1.4,"",mg/L,"ECOTOX(25), OASIS, ECOTOX-EPA(34), EPAFHM, VEGA, Literature set"
1954,8753,fish,"",1.5,"",mg/L,ECOTOX
1955,2350,"daphnia, fish",0.319,5.54,"",mg/L,"EFSA, ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
1956,6377,fish,"",7.7,"",mg/L,ECOTOX
1957,2352,"daphnia, fish",0.28,47.5,"",mg/L,"ECOTOX, VEGA, Literature set"
1958,2354,"daphnia, fish",0.075,0.56,"",mg/L,"ECOTOX, Aquatic ECETOC, OASIS, VEGA, Literature set"
1959,2314,fish,"",10.7,"",mg/L,"ECOTOX(26), ECOTOX-EPA(28), Literature set"
1960,2318,daphnia,0.003,"","",mg/L,"VEGA, Literature set"
1961,2313,fish,"",8.5,"",mg/L,"ECOTOX(27), OASIS, ECOTOX-EPA(28), EPAFHM, Literature set, VEGA"
1962,8754,fish,"",10.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1963,8755,fish,"",0.14,"",mg/L,ECOTOX
1964,8756,daphnia,0.004,"","",mg/L,"VEGA, Literature set"
1965,8757,"daphnia, fish",0.0094,0.841165617654674,"",mg/L,"ECOTOX, OASIS, EFSA, VEGA, Literature set"
1966,8758,"daphnia, fish",0.008,1.2,"",mg/L,"VEGA, Literature set"
1967,2297,fish,"",3.99,"",mg/L,"ECOTOX(76), OASIS, ECOTOX-EPA(78), EPAFHM, Literature set, VEGA"
1968,2331,fish,"",32.0,"",mg/L,ECOTOX
1969,2333,fish,"",29.2,"",mg/L,ECOTOX
1970,2338,fish,"",6.97,"",mg/L,"ECOTOX, OASIS, ECOTOX-EPA(13), EPAFHM, Literature set, VEGA"
1971,8759,daphnia,0.012,"","",mg/L,"Literature set"
1972,8760,daphnia,3.4,"","",mg/L,ECHA
1973,8761,"daphnia, fish",4.8,90.2,"",mg/L,ECHA
1974,2357,daphnia,763.159424793588,"","",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
1975,8762,daphnia,14.7149008155509,"","",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
1976,5383,"alga, daphnia, fish",3.1,20.0,30.0,mg/L,ECHA
1977,2361,"alga, daphnia",56.1,"",90.05,mg/L,ECHA
1978,8763,"alga, daphnia",125.66,"",14.05,mg/L,ECHA
1979,2363,daphnia,9.43961673834152,"","",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
1980,8764,daphnia,13.0,"","",mg/L,EFSA
1981,8765,daphnia,542.756,"","",mg/L,"Literature set"
1982,8766,fish,"",0.191,"",mg/L,ECOTOX
1983,2365,alga,"","",1000.51,mg/L,"Literature set"
1984,8767,alga,"","",3.2,mg/L,"Literature set"
1985,8768,"daphnia, fish",0.82,0.655,"",mg/L,ECOTOX
1986,2384,"alga, daphnia",33.0,"",28.1,mg/L,ECHA
1987,8769,"alga, daphnia",102.0,"",23.5,mg/L,ECHA
1988,8770,daphnia,6.55,"","",mg/L,ECHA
1989,8771,fish,"",1.8,"",mg/L,ECOTOX
1990,8772,fish,"",311.0,"",mg/L,ECHA
1991,8773,fish,"",38.4,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1992,8774,fish,"",1.0,"",mg/L,"ECOTOX, Literature set"
1993,8775,"alga, daphnia, fish",0.15,99.9995608816768,3.8,mg/L,"NITE, VEGA, Literature set"
1994,8776,"alga, daphnia",54.9,"",111.7,mg/L,ECHA
1995,8777,fish,"",8.84,"",mg/L,ECOTOX
1996,8778,alga,"","",2.2,mg/L,"Literature set"
1997,8779,alga,"","",46.0,mg/L,"Literature set"
1998,8780,"alga, daphnia",1.68,"",9.3,mg/L,ECHA
1999,8781,fish,"",13.4,"",mg/L,ECHA
2000,8782,"alga, fish","",4.12,1.9,mg/L,ECHA
2001,8783,"alga, daphnia, fish",84.0,311.0,86.055,mg/L,"VEGA, Literature set"
2002,8784,daphnia,0.012,"","",mg/L,EFSA
2003,8785,daphnia,0.012,"","",mg/L,"OASIS, EFSA, VEGA, Literature set"
2004,4502,"alga, daphnia",22.8,"",16.5,mg/L,EFSA
2005,2402,fish,"",5.5445,"",mg/L,ECOTOX
2006,8786,daphnia,8.9,"","",mg/L,ECHA
2007,8787,fish,"",320.0,"",mg/L,ECHA
2008,2404,"daphnia, fish",0.23,0.29,"",mg/L,"EFSA, Literature set, ECOTOX, ECOTOX-EPA(15)"
2009,8788,daphnia,12.06385961,"","",mg/L,ECOTOX
2010,8789,alga,"","",15.0,mg/L,"Literature set"
2011,8790,"alga, fish","",9.55,59.0,mg/L,ECHA
2012,8791,fish,"",0.642,"",mg/L,"Literature set"
2013,8792,fish,"",0.6,"",mg/L,"ECOTOX, Literature set"
2014,8793,daphnia,1.0,"","",mg/L,"EFSA, VEGA, Literature set"
2015,8794,fish,"",2.14,"",mg/L,"ECOTOX, Literature set"
2016,8795,fish,"",0.8,"",mg/L,ECOTOX
2017,8796,fish,"",1.5,"",mg/L,ECOTOX
2018,8797,fish,"",1.75,"",mg/L,"ECOTOX, Literature set"
2019,8798,"alga, daphnia",23.0,"",34.0,mg/L,ECHA
2020,8799,"alga, daphnia",7.98,"",13.8,mg/L,ECHA
2021,8800,"alga, daphnia, fish",2.21,1.81,14.6,mg/L,"ECHA, NITE, VEGA, Literature set"
2022,6170,fish,"",35.4,"",mg/L,ECHA
2023,2408,alga,"","",13.34,mg/L,ECHA
2024,2409,"alga, daphnia, fish",24.0,2.76,7.6,mg/L,ECHA
2025,8801,fish,"",139.0,"",mg/L,ECHA
2026,8802,daphnia,27.0,"","",mg/L,ECHA
2027,4592,fish,"",12.3295510733429,"",mg/L,"OASIS, Literature set"
2028,8803,fish,"",0.51,"",mg/L,ECOTOX
2029,8804,"alga, daphnia",19.0,"",42.0,mg/L,ECHA
2030,8805,fish,"",22.624,"",mg/L,"Literature set"
2031,8806,daphnia,72.0,"","",mg/L,ECHA
2032,8807,"daphnia, fish",0.8,4.4,"",mg/L,ECHA
2033,8808,"alga, daphnia, fish",14.0,13.5,1.5,mg/L,ECHA
2034,8809,"daphnia, fish",1.8,3.503,"",mg/L,ECHA
2035,8810,fish,"",5.65,"",mg/L,ECHA
2036,8811,fish,"",0.14,"",mg/L,ECOTOX
2037,2428,"alga, fish","",16.14,61.9,mg/L,ECHA
2038,8812,fish,"",0.775,"",mg/L,ECOTOX
2039,2436,"daphnia, fish",16.0,30.25,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2040,2444,daphnia,57.87,"","",mg/L,"EFSA, Literature set"
2041,8813,daphnia,0.0167,"","",mg/L,ECOTOX
2042,8814,daphnia,0.0701,"","",mg/L,ECOTOX
2043,2442,daphnia,0.0282,"","",mg/L,"ECHA, ECOTOX-EPA(11), OASIS, ECOTOX, EFSA, VEGA, Literature set"
2044,8815,"daphnia, fish",1.941,3.4,"",mg/L,"Literature set, ECOTOX"
2045,2414,fish,"",18.3,"",mg/L,ECOTOX
2046,2415,fish,"",1.4,"",mg/L,ECOTOX
2047,8816,fish,"",13.8615696888796,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2048,8817,daphnia,0.66,"","",mg/L,EFSA
2049,8818,"alga, fish","",8.94,9.46,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
2050,8819,"alga, fish","",9.26,71.7,mg/L,ECHA
2051,8820,fish,"",6.52,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
2052,2420,fish,"",20.5,"",mg/L,ECHA
2053,8821,fish,"",11.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2054,8822,fish,"",27.7,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2055,8823,alga,"","",88.0,mg/L,"Literature set"
2056,8824,"alga, daphnia, fish",36.0,60.0,73.5,mg/L,"ECHA, NITE, VEGA, Literature set"
2057,8825,fish,"",45.8,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2058,8826,fish,"",46.8,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2059,8827,"alga, fish","",13.0,5.303,mg/L,"Literature set"
2060,8828,fish,"",23.8,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2061,8829,daphnia,721.0,"","",mg/L,"EFSA, Literature set"
2062,8830,"alga, daphnia, fish",50.0,21.6,13.9,mg/L,ECHA
2063,2421,fish,"",29.0,"",mg/L,ECHA
2064,2412,"daphnia, fish",32.9763933488829,56.0,"",mg/L,"ECOTOX, Aquatic ECETOC, OASIS, VEGA, Literature set"
2065,8831,"alga, daphnia, fish",26.8,9.16,29.7,mg/L,ECHA
2066,2416,fish,"",24.15,"",mg/L,ECOTOX
2067,2418,alga,"","",14.3,mg/L,ECHA
2068,8832,"daphnia, fish",893.888,289.08,"",mg/L,"Literature set"
2069,8833,daphnia,43.1,"","",mg/L,EFSA
2070,8834,fish,"",210.0,"",mg/L,ECOTOX
2071,8835,"alga, daphnia",1.2,"",0.3,mg/L,ECHA
2072,8836,daphnia,2.12,"","",mg/L,EFSA
2073,8837,fish,"",14.0,"",mg/L,ECOTOX
2074,8838,daphnia,68.0,"","",mg/L,ECHA
2075,8839,"alga, daphnia",6.76,"",2.0,mg/L,"Literature set"
2076,2447,fish,"",672.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2077,8840,"alga, daphnia",15.0,"",26.0,mg/L,ECHA
2078,8841,alga,"","",18.64,mg/L,ECHA
2079,5646,daphnia,1.04,"","",mg/L,"ECOTOX, VEGA, Literature set"
2080,8842,fish,"",380.908295304004,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2081,2455,fish,"",7.1,"",mg/L,ECHA
2082,8843,fish,"",17.4,"",mg/L,ECHA
2083,2459,alga,"","",81.3,mg/L,ECHA
2084,8844,"daphnia, fish",0.48,0.43,"",mg/L,ECHA
2085,8845,"alga, daphnia",10.0,"",0.1,mg/L,ECHA
2086,8846,daphnia,2.73,"","",mg/L,ECHA
2087,8847,daphnia,77.0,"","",mg/L,ECHA
2088,8848,daphnia,14.0,"","",mg/L,ECHA
2089,8849,alga,"","",0.115,mg/L,ECHA
2090,8850,"daphnia, fish",0.08,0.03,"",mg/L,ECHA
2091,8851,"alga, daphnia",2.7,"",3.3,mg/L,ECHA
2092,8852,"alga, daphnia",6.44,"",9.62,mg/L,ECHA
2093,8853,daphnia,19.0,"","",mg/L,ECHA
2094,8854,daphnia,35.0,"","",mg/L,ECHA
2095,8855,"alga, daphnia",0.61,"",2.47,mg/L,ECHA
2096,8856,"alga, fish","",33.1,45.9,mg/L,ECHA
2097,8857,"daphnia, fish",0.071,0.671,"",mg/L,"ECOTOX, VEGA, Literature set"
2098,8858,"alga, daphnia, fish",41.9,188.69,36.0,mg/L,"EFSA, ECOTOX, Literature set"
2099,8859,daphnia,637.557,"","",mg/L,"Literature set"
2100,8860,daphnia,101.53,"","",mg/L,ECHA
2101,8861,"daphnia, fish",5.019,6.8,"",mg/L,"Literature set, ECOTOX"
2102,4598,"alga, fish","",161.0,1000.598,mg/L,"Literature set"
2103,8862,alga,"","",66.2,mg/L,ECHA
2104,8863,fish,"",2.153,"",mg/L,ECOTOX
2105,8864,fish,"",5.8,"",mg/L,ECHA
2106,8865,"alga, daphnia",65.0,"",44.0,mg/L,ECHA
2107,8866,fish,"",136.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2108,8867,fish,"",524.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2109,2589,daphnia,24.0,"","",mg/L,EFSA
2110,2591,fish,"",17412.5271558418,"",mg/L,"OASIS, Literature set, VEGA"
2111,8868,alga,"","",9120.0,mg/L,ECHA
2112,8869,"daphnia, fish",170.0,50.4,"",mg/L,ECHA
2113,4687,"daphnia, fish",943.0,8465.78,"",mg/L,"ECHA, Literature set"
2114,8870,"daphnia, fish",25.0,235.0,"",mg/L,ECHA
2115,5274,daphnia,63.9,"","",mg/L,ECOTOX
2116,8871,fish,"",6964.90575223728,"",mg/L,"ECOTOX, OASIS, Literature set"
2117,8872,daphnia,1.5,"","",mg/L,ECHA
2118,8873,fish,"",0.001905,"",mg/L,ECOTOX
2119,8874,daphnia,8.2,"","",mg/L,ECHA
2120,8875,daphnia,23.0,"","",mg/L,ECHA
2121,8876,alga,"","",5.5,mg/L,ECHA
2122,8877,fish,"",0.056,"",mg/L,"ECOTOX, ECOTOX-EPA(11)"
2123,2614,alga,"","",0.62,mg/L,"Literature set"
2124,2615,daphnia,5.81,"","",mg/L,EFSA
2125,2616,"alga, fish","",53.5720211349121,0.37,mg/L,"VEGA, Literature set"
2126,8878,fish,"",0.066,"",mg/L,ECOTOX
2127,8879,fish,"",0.499,"",mg/L,ECOTOX
2128,8880,"daphnia, fish",0.48,0.484,"",mg/L,"EFSA, ECOTOX"
2129,2617,alga,"","",184.8,mg/L,ECHA
2130,2621,daphnia,0.00021,"","",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2131,2636,"daphnia, fish",0.0,0.529,"",mg/L,"Literature set, ECOTOX"
2132,2630,fish,"",0.25,"",mg/L,"ECOTOX, Literature set, VEGA"
2133,2631,fish,"",15.25,"",mg/L,ECOTOX
2134,2641,"daphnia, fish",8.5e-05,3.3,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2135,8881,fish,"",0.14,"",mg/L,ECOTOX
2136,2675,fish,"",0.32,"",mg/L,ECOTOX
2137,2671,fish,"",0.45024579260028,"",mg/L,OASIS
2138,2672,fish,"",0.9725,"",mg/L,"ECOTOX, OASIS, Literature set"
2139,2677,fish,"",0.0162,"",mg/L,"ECOTOX, OASIS"
2140,8882,fish,"",0.471519829541735,"",mg/L,OASIS
2141,2676,fish,"",3.1,"",mg/L,"ECOTOX(10), OASIS, ECOTOX-EPA(13), Literature set, VEGA"
2142,2688,daphnia,0.0,"","",mg/L,"VEGA, Literature set"
2143,8883,"daphnia, fish",0.00073,2.6,"",mg/L,"ECHA, ECOTOX, OASIS, EFSA, VEGA, Literature set"
2144,8884,fish,"",1.48179558768349,"",mg/L,"OASIS, Literature set"
2145,8885,fish,"",13.676669629475,"",mg/L,OASIS
2146,8886,fish,"",7.13,"",mg/L,"ECOTOX(13), OASIS, ECOTOX-EPA(14), Literature set, VEGA"
2147,8887,fish,"",0.801112348681619,"",mg/L,OASIS
2148,2692,"daphnia, fish",0.0,0.301,"",mg/L,"VEGA, Literature set"
2149,8888,fish,"",0.0187,"",mg/L,ECOTOX
2150,2713,daphnia,0.0021,"","",mg/L,"OASIS, EFSA, VEGA, Literature set"
2151,2723,fish,"",0.82,"",mg/L,ECOTOX
2152,2716,"daphnia, fish",0.0,0.235,"",mg/L,"VEGA, Literature set"
2153,2728,"daphnia, fish",0.002,0.02675,"",mg/L,"Literature set"
2154,2736,fish,"",46.0,"",mg/L,ECOTOX
2155,8889,fish,"",17.7991306839433,"",mg/L,"Literature set"
2156,8890,fish,"",42.524,"",mg/L,"Literature set"
2157,8891,fish,"",26.6157348863386,"",mg/L,"Literature set"
2158,2742,"alga, daphnia",4.38,"",5.62,mg/L,ECHA
2159,8892,"daphnia, fish",0.0272,0.65,"",mg/L,"ECOTOX, OASIS, Literature set"
2160,8893,"daphnia, fish",92.144,81.65,"",mg/L,"Literature set, ECOTOX"
2161,8894,fish,"",73.3,"",mg/L,"OASIS, EPAFHM, Literature set, VEGA"
2162,2475,"daphnia, fish",0.14,0.345,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2163,8895,fish,"",2.43727459713555,"",mg/L,OASIS
2164,8896,fish,"",3.4,"",mg/L,"ECOTOX, OASIS"
2165,2476,"daphnia, fish",0.45,0.75,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2166,8897,daphnia,0.62,"","",mg/L,"Aquatic ECETOC"
2167,8898,"alga, daphnia, fish",24.0,3.4,26.85,mg/L,ECHA
2168,8899,"alga, daphnia, fish",52.0,12.0,42.0,mg/L,ECHA
2169,8900,fish,"",59.7,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2170,8901,daphnia,42.0,"","",mg/L,"NITE, Literature set"
2171,8902,fish,"",123.0,"",mg/L,ECHA
2172,2482,"alga, daphnia, fish",36.79,84.0773267572933,120.0,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
2173,8903,"daphnia, fish",36.2,5.97,"",mg/L,ECHA
2174,8904,daphnia,9.0,"","",mg/L,ECHA
2175,8905,"alga, daphnia, fish",1.05,23.7173148530851,24.0,mg/L,"ECHA, EFSA, ECOTOX, Literature set"
2176,8906,fish,"",4.45,"",mg/L,ECOTOX
2177,8907,daphnia,0.21,"","",mg/L,"ECOTOX, Aquatic ECETOC, OASIS, VEGA, Literature set"
2178,8908,fish,"",4.47,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2179,2509,"daphnia, fish",2.377,4.9,"",mg/L,"Literature set, ECOTOX"
2180,8909,"daphnia, fish",6.47,5.411,"",mg/L,"ECHA, Literature set"
2181,8910,fish,"",2.68,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2182,8911,"daphnia, fish",50.0,25.0,"",mg/L,ECHA
2183,8912,fish,"",49.5,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2184,8913,daphnia,36.0,"","",mg/L,EFSA
2185,8914,daphnia,378.0,"","",mg/L,"EFSA, Literature set"
2186,8915,"alga, fish","",115.0,140.4,mg/L,"EFSA, ECOTOX"
2187,8916,"alga, fish","",10.9,6.46,mg/L,ECHA
2188,8917,"alga, daphnia",30.7,"",26.5,mg/L,ECHA
2189,8918,alga,"","",13.0,mg/L,"Literature set"
2190,8919,"alga, daphnia, fish",7.07,50.0,33.0,mg/L,ECHA
2191,8920,fish,"",92.5,"",mg/L,ECHA
2192,8921,fish,"",14.7,"",mg/L,ECHA
2193,8922,fish,"",36.0,"",mg/L,ECOTOX
2194,8923,"daphnia, fish",0.002,0.005410186370202,"",mg/L,"VEGA, Literature set"
2195,5036,"alga, daphnia, fish",1.87,3.8,0.67,mg/L,"ECHA, NITE, Literature set"
2196,8924,daphnia,4.27,"","",mg/L,ECHA
2197,8925,fish,"",57.7747787914746,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2198,8926,fish,"",227.637075037146,"",mg/L,"EPAFHM, Literature set, VEGA"
2199,8927,alga,"","",342.0,mg/L,"Literature set"
2200,2511,daphnia,27.0,"","",mg/L,ECHA
2201,4498,daphnia,0.28,"","",mg/L,ECHA
2202,8928,fish,"",20.1,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2203,2523,"alga, daphnia, fish",45.0,40.0,61.0,mg/L,"ECHA, NITE, VEGA, Literature set"
2204,8929,fish,"",110.5,"",mg/L,ECHA(10)
2205,2524,"alga, daphnia",52.0,"",31.0,mg/L,ECHA
2206,2525,alga,"","",106.9,mg/L,ECHA
2207,8930,"alga, daphnia, fish",12.0,5.2,21.0,mg/L,ECHA
2208,8931,daphnia,4.9,"","",mg/L,ECHA
2209,8932,"alga, daphnia",100.8,"",106.9,mg/L,ECHA
2210,8933,daphnia,4.0,"","",mg/L,ECHA
2211,8934,daphnia,8.87,"","",mg/L,ECHA
2212,8935,"alga, daphnia, fish",38.0,14.0,18.9,mg/L,"ECHA, NITE, VEGA, Literature set"
2213,8936,alga,"","",38.1,mg/L,ECHA
2214,8937,"daphnia, fish",11.33,2.72,"",mg/L,ECOTOX
2215,8938,alga,"","",61.0,mg/L,"Literature set"
2216,8939,"alga, daphnia, fish",38.0,14.0,64.45,mg/L,ECHA
2217,8940,daphnia,100.0,"","",mg/L,ECHA
2218,2531,alga,"","",141.0,mg/L,ECHA
2219,8941,"alga, daphnia, fish",31.0,13.1,59.9,mg/L,ECHA
2220,8942,alga,"","",18.0,mg/L,"Literature set"
2221,8943,fish,"",50.96,"",mg/L,ECHA
2222,8944,"alga, daphnia, fish",4.4,41.0,12.0,mg/L,"NITE, VEGA, Literature set"
2223,2534,alga,"","",8.8,mg/L,"NITE, VEGA, Literature set"
2224,8945,alga,"","",0.38,mg/L,"Literature set"
2225,8946,fish,"",3.2,"",mg/L,ECOTOX
2226,8947,"alga, daphnia, fish",2.3,5.78795274982359,5.2,mg/L,"ECHA, NITE, Literature set"
2227,2539,"alga, daphnia, fish",3.0,99.8223088314753,54.7,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2228,8948,alga,"","",42.0,mg/L,"Literature set"
2229,8949,"alga, daphnia, fish",17.0,28.0,13.3,mg/L,"ECHA, NITE, VEGA, Literature set"
2230,8950,fish,"",596.0,"",mg/L,ECHA
2231,8951,fish,"",40.8,"",mg/L,ECHA
2232,2541,"alga, daphnia, fish",52.0,117.445025708902,50.5,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
2233,8952,alga,"","",9.4,mg/L,"Literature set"
2234,8953,alga,"","",1.21,mg/L,ECHA
2235,8954,"alga, daphnia",75.0,"",53.0,mg/L,ECHA
2236,8955,daphnia,53.0,"","",mg/L,ECHA
2237,8956,alga,"","",20.0,mg/L,"Literature set"
2238,8957,"daphnia, fish",0.05,0.008444536505653,"",mg/L,"ECOTOX, VEGA, Literature set"
2239,8958,fish,"",15.0,"",mg/L,ECOTOX
2240,8959,fish,"",1777.6,"",mg/L,ECHA
2241,8960,daphnia,0.085,"","",mg/L,"Literature set"
2242,8961,daphnia,26.1,"","",mg/L,ECOTOX
2243,8962,daphnia,26.4,"","",mg/L,ECHA
2244,8963,fish,"",11.3,"",mg/L,ECOTOX
2245,8964,daphnia,2.54,"","",mg/L,ECHA
2246,8965,daphnia,0.04,"","",mg/L,ECHA
2247,8966,daphnia,5.01,"","",mg/L,ECHA
2248,8967,daphnia,26.0,"","",mg/L,ECHA
2249,8968,"daphnia, fish",6.04,2.77,"",mg/L,ECHA
2250,8969,"alga, fish","",50.0,4.93,mg/L,ECHA
2251,8970,daphnia,1.015,"","",mg/L,"Literature set"
2252,8971,fish,"",2.46844032782058,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2253,8972,daphnia,0.28,"","",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2254,2550,"daphnia, fish",41.08819512,74.0,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2255,8973,fish,"",20.2,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2256,8974,"alga, daphnia, fish",82.52,100.0,36.75,mg/L,ECHA
2257,8975,daphnia,53.0,"","",mg/L,ECHA
2258,8976,"alga, daphnia, fish",19.0,59.0,14.5,mg/L,"NITE, VEGA, Literature set"
2259,2551,"alga, daphnia, fish",27.0,62.227,47.0,mg/L,"ECHA, Literature set"
2260,8977,fish,"",50.0,"",mg/L,ECHA
2261,8978,fish,"",120.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2262,8979,"alga, daphnia",85.1,"",78.8,mg/L,ECHA
2263,2554,"alga, daphnia, fish",2.18,200.0,33.9,mg/L,"ECHA, NITE, ECOTOX, OASIS, VEGA, Literature set"
2264,4046,fish,"",332.0,"",mg/L,ECHA
2265,2484,"alga, daphnia",25.9351683045293,"",184.0,mg/L,"NITE, VEGA, Literature set"
2266,8980,"alga, daphnia, fish",46.0,168.8,57.0,mg/L,"NITE, VEGA, Literature set"
2267,3888,"alga, daphnia",383.36,"",0.29,mg/L,"VEGA, Literature set"
2268,8981,fish,"",4.6,"",mg/L,ECOTOX
2269,2569,"alga, daphnia, fish",14.215,12.0,0.333,mg/L,"VEGA, Literature set"
2270,2570,"daphnia, fish",0.0,0.0095,"",mg/L,"Literature set, ECOTOX, OASIS"
2271,5620,"alga, daphnia, fish",1.3,22.0,15.0,mg/L,ECHA
2272,8982,daphnia,668.0,"","",mg/L,"EFSA, VEGA, Literature set"
2273,8983,fish,"",1027.0,"",mg/L,ECHA
2274,8984,alga,"","",15.0,mg/L,ECHA
2275,8985,daphnia,264.381,"","",mg/L,"Literature set"
2276,8986,"alga, daphnia, fish",14.0,31.0,5.9,mg/L,ECHA
2277,8987,"alga, daphnia",20.9,"",1.32,mg/L,ECHA
2278,2757,fish,"",4.36621699724858,"",mg/L,"Literature set"
2279,8988,fish,"",0.11,"",mg/L,ECOTOX
2280,8989,fish,"",160.0,"",mg/L,ECOTOX
2281,8990,fish,"",520.0,"",mg/L,ECOTOX
2282,8991,daphnia,130.0,"","",mg/L,ECHA
2283,2760,daphnia,25000.0,"","",mg/L,"ECOTOX, VEGA, Literature set"
2284,8992,fish,"",73.0,"",mg/L,ECHA
2285,3644,"daphnia, fish",29.0,237.5,"",mg/L,"ECHA, NITE"
2286,8993,"daphnia, fish",7.138,0.5925,"",mg/L,"Literature set, ECOTOX"
2287,8994,"alga, daphnia, fish",2.4,1.6,1.7,mg/L,"EFSA, Literature set, ECOTOX"
2288,2763,daphnia,0.007,"","",mg/L,"VEGA, Literature set"
2289,8995,"daphnia, fish",0.055,0.74,"",mg/L,"EFSA, ECOTOX"
2290,8996,fish,"",6.4801647498244,"",mg/L,OASIS
2291,2774,"alga, daphnia, fish",4.5,7.0,1.245,mg/L,"NITE, VEGA, Literature set"
2292,8997,fish,"",10.1,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2293,8998,daphnia,37.2,"","",mg/L,ECHA
2294,8999,"alga, daphnia",1.61,"",27.3,mg/L,"ECHA, NITE, ECOTOX"
2295,9000,daphnia,0.31,"","",mg/L,"NITE, Literature set"
2296,9001,"alga, daphnia",6.8,"",11.0,mg/L,ECHA
2297,9002,alga,"","",0.998,mg/L,ECHA
2298,9003,daphnia,11.0,"","",mg/L,"ECOTOX, Literature set"
2299,2770,"alga, daphnia, fish",9.176,7.2,0.027,mg/L,"VEGA, Literature set"
2300,9004,"daphnia, fish",8.3,1.15705529266491,"",mg/L,"ECOTOX, VEGA, Literature set"
2301,9005,"daphnia, fish",49.0,76.365,"",mg/L,"NITE, EFSA, VEGA, Literature set"
2302,9006,alga,"","",0.252,mg/L,"Literature set"
2303,9007,"daphnia, fish",3.0,462.0,"",mg/L,"ECHA, ECOTOX, EPAFHM"
2304,9008,fish,"",14882.8913082486,"",mg/L,"Literature set, NITE"
2305,9009,fish,"",4128.0,"",mg/L,ECHA
2306,9010,daphnia,2.2,"","",mg/L,ECHA
2307,9011,"alga, fish","",2173.5,179.0,mg/L,"Literature set"
2308,9012,daphnia,61.0,"","",mg/L,ECHA
2309,9013,alga,"","",57.0,mg/L,ECHA
2310,9014,daphnia,31.7,"","",mg/L,"EFSA, VEGA, Literature set"
2311,9015,alga,"","",156.0,mg/L,"Literature set"
2312,9016,alga,"","",28.0,mg/L,"Literature set"
2313,9017,daphnia,21.0,"","",mg/L,ECHA
2314,9018,daphnia,1.6,"","",mg/L,ECHA
2315,9019,"daphnia, fish",3.3,243.0,"",mg/L,"NITE, ECOTOX, EPAFHM"
2316,9020,daphnia,44.0,"","",mg/L,ECHA
2317,9021,"alga, daphnia",30.0,"",0.58,mg/L,ECHA
2318,9022,"alga, daphnia",11.0,"",6.4,mg/L,ECHA
2319,9023,daphnia,68.5,"","",mg/L,EFSA
2320,9024,"daphnia, fish",53.7,35.0,"",mg/L,ECHA
2321,9025,"alga, fish","",23.0,0.19,mg/L,ECHA
2322,9026,daphnia,2.4,"","",mg/L,ECHA
2323,9027,"daphnia, fish",4.4,15.106,"",mg/L,"ECHA, ECOTOX"
