,species,smiles,MIC,units,censoring,molecular_weight,assay_parameters,source,source_journal
2973,Escherichia coli,N=C(N)NCCC[C@H](NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O,2.772588722239781,log(ug/mL),'=',2637.15,,Scientific Literature,Antimicrob. Agents Chemother.
2974,Escherichia coli,O=C(NC(=S)Nc1nc2cc([N+](=O)[O-])ccc2s1)c1ccc([N+](=O)[O-])cc1,3.912023005428146,log(ug/mL),'=',403.40,,Scientific Literature,Eur. J. Med. Chem.
2975,Escherichia coli,CC(C)=C[C@H](O)[C@@H](O)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1,4.605170185988092,log(ug/mL),'>',428.61,,Scientific Literature,Bioorg. Med. Chem. Lett.
2976,Escherichia coli,Nc1nc(COC(=O)C2(c3ccc(Cl)cc3)CC2)cs1,1.8325814637483102,log(ug/mL),'=',308.79,,Scientific Literature,Eur. J. Med. Chem.
2977,Escherichia coli,COc1ccc(-c2nc3cc(Cl)ccc3n2C2CCCC2)cc1,3.2188758248682006,log(ug/mL),'=',326.83,,Scientific Literature,Eur. J. Med. Chem.
2978,Escherichia coli,N#Cc1ccc(-c2nc3cc(Cl)ccc3n2C2CCCC2)cc1,3.912023005428146,log(ug/mL),'=',321.81,,Scientific Literature,Eur. J. Med. Chem.
2979,Escherichia coli,Cc1ccc(-c2ccc(COc3c4cc(CCNC(=N)N)cc3Cc3cc(CCNC(=N)N)cc(c3O)Cc3cc(CCNC(=N)N)cc(c3OCc3ccc(-c5ccc(C)cn5)nc3)Cc3cc(CCNC(=N)N)cc(c3O)C4)cn2)nc1.O=C(O)C(F)(F)F,3.4657359027997265,log(ug/mL),'=',1243.41,,Scientific Literature,Bioorg. Med. Chem.
2980,Escherichia coli,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6NC(=O)[C@@H](N)CO)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2,4.852030263919617,log(ug/mL),'>',662.87,,Scientific Literature,Bioorg Med Chem
2981,Escherichia coli,NCCC[C@H](N)C(=O)NC(c1ccccc1)c1ccccc1,4.605170185988092,log(ug/mL),'>',297.40,,Scientific Literature,Eur J Med Chem
2982,Escherichia coli,C=C[C@]1(C)C[C@@H](OC(=O)CSc2ccccc2NC(=O)CN2CCC(O)C2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,3.4657359027997265,log(ug/mL),'>',612.83,,Scientific Literature,Eur J Med Chem
2983,Escherichia coli,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-3.506557897319982,log(ug/mL),'=',331.35,,Scientific Literature,Eur J Med Chem
2984,Escherichia coli,O=C1C2(CCC13C(c1ccc(F)cc1)C(c1ccccc1)=NN3c1ccccc1)C(c1ccc(F)cc1)C(c1ccccc1)=NN2c1ccccc1,1.6094379124341003,log(ug/mL),'=',684.79,,Scientific Literature,Eur. J. Med. Chem.
2985,Escherichia coli,NC[C@@H](NC(=O)N1CCC(c2ccc(C#Cc3ccccc3)cc2)CC1)C(=O)NO,2.5257286443082556,log(ug/mL),'=',406.49,,Scientific Literature,Bioorg. Med. Chem. Lett.
2986,Escherichia coli,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)N1CCOCC1,4.1588830833596715,log(ug/mL),'>',353.42,,Scientific Literature,Bioorg. Med. Chem. Lett.
2987,Escherichia coli,COc1cc(/C=C/C(=O)N2CCOCC2)cc(OC)c1OC,4.852030263919617,log(ug/mL),'=',307.35,,Scientific Literature,Eur. J. Med. Chem.
2988,Escherichia coli,COc1cc(/C=C/C(=O)N(C)C)cc(OC)c1OC,4.852030263919617,log(ug/mL),'=',265.31,,Scientific Literature,Eur. J. Med. Chem.
2989,Escherichia coli,COC[C@H]1O[C@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](OC3O[C@H](CN)[C@@H](OC)[C@H](OC)[C@H]3OC)[C@@H]2OC)[C@H](OC)[C@@H](N)[C@@H]1OC.O=C(O)C(F)(F)F,5.545177444479562,log(ug/mL),'>',696.71,,Scientific Literature,J. Med. Chem.
2990,Escherichia coli,CC(C)=CCC[C@@H](C)c1ccc(O)c(C)c1,4.852030263919617,log(ug/mL),'>',218.34,,Scientific Literature,J. Nat. Prod.
2991,Escherichia coli,O=C(O)/C=C/c1ccccc1,4.852030263919617,log(ug/mL),'>',148.16,,Scientific Literature,Eur. J. Med. Chem.
2992,Escherichia coli,C=CCCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,-0.6931471805599453,log(ug/mL),'=',413.45,,Scientific Literature,Bioorg. Med. Chem. Lett.
2993,Escherichia coli,Cc1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1C#N,2.772588722239781,log(ug/mL),'=',484.56,,Scientific Literature,Bioorg. Med. Chem. Lett.
2994,Escherichia coli,CCOC(=O)C1CCN(Cn2nc(C(C)c3ccc(CC(C)C)cc3)oc2=S)CC1,2.5257286443082556,log(ug/mL),'=',431.60,,Scientific Literature,Eur. J. Med. Chem.
2995,Escherichia coli,CCO/N=C1\CN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@@H]4C)CC1/C(N)=N\OCC,4.852030263919617,log(ug/mL),'=',475.48,,Scientific Literature,Eur. J. Med. Chem.
2996,Escherichia coli,O=C(N/N=C/N1C=c2cnoc2=CC1)c1cnc2c(C(F)(F)F)cccc2c1O,1.8325814637483102,log(ug/mL),'=',403.32,,Scientific Literature,Eur. J. Med. Chem.
2997,Escherichia coli,CC1(CN)CN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3n2)C/C1=N\OCF,-4.199705077879927,log(ug/mL),'=',403.41,,Scientific Literature,Eur. J. Med. Chem.
2998,Escherichia coli,Cc1cc(C)c2c(c1)c1ccccc1c[n+]2C.[Cl-],4.852030263919617,log(ug/mL),'>',257.76,,Scientific Literature,Bioorg Med Chem Lett
2999,Escherichia coli,COc1cc(OC)c2c(c1)c1ccccc1c[n+]2C.[Cl-],4.852030263919617,log(ug/mL),'>',289.76,,Scientific Literature,Bioorg Med Chem Lett
3000,Escherichia coli,COc1ccc2c(c1)c1ccccc1c[n+]2C.[Cl-],4.852030263919617,log(ug/mL),'>',259.74,,Scientific Literature,Bioorg Med Chem Lett
3001,Escherichia coli,CC(C)COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,2.772588722239781,log(ug/mL),'=',535.62,,Scientific Literature,Bioorg. Med. Chem. Lett.
3002,Escherichia coli,C=CCCCCCCCCc1nnc(Nc2ccccc2)s1,3.2188758248682006,log(ug/mL),'=',315.49,,Scientific Literature,Bioorg. Med. Chem. Lett.
3003,Escherichia coli,CCOP(=O)(OCC)C(OC(C)=O)c1cc2cccc(OC)c2n2nnnc12,3.2188758248682006,log(ug/mL),'=',408.35,,Scientific Literature,Eur. J. Med. Chem.
3004,Escherichia coli,CCOP(=O)(OCC)C(OC(C)=O)c1cc2ccccc2n2nnnc12,2.302585092994046,log(ug/mL),'=',378.33,,Scientific Literature,Eur. J. Med. Chem.
3005,Escherichia coli,CCOP(=O)(OCC)C(O)c1cc2cccc(OC)c2n2nnnc12,2.70805020110221,log(ug/mL),'=',366.31,,Scientific Literature,Eur. J. Med. Chem.
3006,Escherichia coli,O=C(O)c1cn(C2CC2)c2nc(N3CCC[C@H]3CO)c(F)cc2c1=O,0.6931471805599453,log(ug/mL),'=',347.35,,Scientific Literature,Bioorg. Med. Chem. Lett.
3007,Escherichia coli,COC(=O)[C@@]12CO[C@@H](C(C)(C)C)N1C(=O)/C(=C(\C)NC13CC4CC(CC(C4)C1)C3)C2=O,3.4657359027997265,log(ug/mL),'>',430.55,,Scientific Literature,Bioorg. Med. Chem. Lett.
3009,Escherichia coli,CCCCCCC(O)C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,3.4657359027997265,log(ug/mL),'=',667.12,,Scientific Literature,Eur. J. Med. Chem.
3010,Escherichia coli,COc1c(-c2cc3n(c2)CCN[C@H]3C)c(F)cc2c1N(C1CC1)CC(C(=O)O)C2=O,0.6931471805599453,log(ug/mL),'=',413.45,,Scientific Literature,Bioorg. Med. Chem. Lett.
3011,Escherichia coli,Cc1cc2ncn(CCN(CCn3cnc4cc(C)c(C)cc43)Cc3ccc(Cl)cc3Cl)c2cc1C,2.772588722239781,log(ug/mL),'=',520.51,,Scientific Literature,Eur. J. Med. Chem.
3012,Escherichia coli,CCO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1/C(N)=N\O,4.852030263919617,log(ug/mL),'>',432.41,,Scientific Literature,Eur. J. Med. Chem.
3013,Escherichia coli,CC(C)=CCC/C(C)=C/C(=O)O,6.238324625039508,log(ug/mL),'=',168.24,,Scientific Literature,Eur J Med Chem
3014,Escherichia coli,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C23CC4CC(CC(C4)C2)C3)NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCN)NC(=O)[C@H](CC23CC4CC(CC(C4)C2)C3)NC(=O)[C@H](CCCN)NC(=O)[C@H](C23CC4CC(CC(C4)C2)C3)NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCN)NC1=O,3.4657359027997265,log(ug/mL),'=',1874.49,,Scientific Literature,Bioorg. Med. Chem.
3015,Escherichia coli,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](OCc3ccc4ccccc4c3)[C@H]2OCc2ccc3ccccc3c2)[C@H](N)[C@@H](OCc2cccc3ccccc23)[C@@H]1OCc1ccc2ccccc2c1,4.852030263919617,log(ug/mL),'=',883.10,,Scientific Literature,J. Med. Chem.
3016,Escherichia coli,CCCCCCCCCCCCCC(=O)NCC(NC(=O)CCCCCCCCCCCCC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,6.238324625039508,log(ug/mL),'>',908.37,,Scientific Literature,Bioorg Med Chem
3017,Escherichia coli,COc1ccc2ncc(C#N)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,0.6931471805599453,log(ug/mL),'=',500.56,,Scientific Literature,Bioorg. Med. Chem. Lett.
3018,Escherichia coli,COc1ccc2ncc(S(C)(=O)=O)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,2.772588722239781,log(ug/mL),'=',553.64,,Scientific Literature,Bioorg. Med. Chem. Lett.
3019,Escherichia coli,COc1ccc2ncc(O)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1.3862943611198906,log(ug/mL),'=',491.55,,Scientific Literature,Bioorg. Med. Chem. Lett.
3020,Escherichia coli,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6cccnc56)(CC3)OC4)nc2N1,1.3862943611198906,log(ug/mL),'=',463.51,,Scientific Literature,Bioorg. Med. Chem. Lett.
3021,Escherichia coli,N#Cc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,0.6931471805599453,log(ug/mL),'=',488.52,,Scientific Literature,Bioorg. Med. Chem. Lett.
3022,Escherichia coli,Cc1cn(C[C@H]2CN(c3ccc(N4CCN(C(=O)/C=C/c5ccccc5)CC4)c(F)c3)C(=O)O2)nn1,4.1588830833596715,log(ug/mL),'>',490.54,,Scientific Literature,Eur. J. Med. Chem.
3023,Escherichia coli,O=C(/C=C/c1ccc(F)cc1)N1CCOCC1,4.852030263919617,log(ug/mL),'=',235.26,,Scientific Literature,Eur. J. Med. Chem.
3024,Escherichia coli,COc1ccc(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)cc1,-2.0794415416798357,log(ug/mL),'=',451.50,,Scientific Literature,Bioorg. Med. Chem. Lett.
3025,Escherichia coli,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccc5c(c4)OCCO5)CC3)c(F)cc2c1=O,-2.0794415416798357,log(ug/mL),'=',479.51,,Scientific Literature,Bioorg. Med. Chem. Lett.
3026,Escherichia coli,CC1COc2cnc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)cc2O1,3.4657359027997265,log(ug/mL),'=',508.55,,Scientific Literature,Bioorg. Med. Chem. Lett.
3027,Escherichia coli,CC1COc2cnc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)cc2O1,3.4657359027997265,log(ug/mL),'=',508.55,,Scientific Literature,Bioorg. Med. Chem. Lett.
3028,Escherichia coli,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3c(Cl)cc4c(c3Cl)OCCO4)(CC1)CO2,3.4657359027997265,log(ug/mL),'=',562.43,,Scientific Literature,Bioorg. Med. Chem. Lett.
3029,Escherichia coli,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3cc(Cl)c4c(c3Cl)OCCO4)(CC1)CO2,3.4657359027997265,log(ug/mL),'=',562.43,,Scientific Literature,Bioorg. Med. Chem. Lett.
3030,Escherichia coli,CCOC(=O)[C@]12CO[C@H](C(C)(C)C)N1C(=O)/C(=C(\C)Nc1ncc(Cl)cn1)C2=O,3.4657359027997265,log(ug/mL),'>',422.87,,Scientific Literature,Bioorg. Med. Chem. Lett.
3031,Escherichia coli,CCOC(=O)C1=C(O)c2cc(N)c(N3CCN(C)CC3)cc2N(C2CC2)S1(=O)=O,4.852030263919617,log(ug/mL),'>',422.51,,Scientific Literature,MedChemComm
3032,Escherichia coli,Clc1ccccc1CN(CCn1ccnc1)CCn1ccnc1,2.772588722239781,log(ug/mL),'=',329.84,,Scientific Literature,Eur. J. Med. Chem.
3033,Escherichia coli,Clc1ccc(CN(CCn2cncn2)CCn2cncn2)c(Cl)c1,4.1588830833596715,log(ug/mL),'=',366.26,,Scientific Literature,Eur. J. Med. Chem.
3034,Escherichia coli,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CC)[C@H]1CC[C@H](C)[C@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@]3(C=C[C@@H](O)[C@]4(CC[C@@](C)([C@H]5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)O1,5.545177444479562,log(ug/mL),'>',974.46,,Scientific Literature,Bioorg. Med. Chem. Lett.
3035,Escherichia coli,COc1ccc(CC2(Cc3ccc(OC)cc3)C(=O)Nc3ccccc3C2O)cc1,4.605170185988092,log(ug/mL),'=',403.48,,Scientific Literature,Eur. J. Med. Chem.
3036,Escherichia coli,Cc1c(N2CCC3=C(C2)C(=O)C(C)CS3)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,4.1588830833596715,log(ug/mL),'=',439.54,,Scientific Literature,J. Med. Chem.
3037,Escherichia coli,Cc1cc(O)c(C(=O)CCCCCCCC(=O)Nc2c3sscc-3[nH]c2=O)c(=O)o1,5.545177444479562,log(ug/mL),'>=',450.54,,Scientific Literature,ACS Med. Chem. Lett.
3038,Escherichia coli,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@H]2[C@H](C)C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@@]32C)[C@H](C)[C@@H](O)[C@]1(C)O,4.1588830833596715,log(ug/mL),'>',1136.49,,Scientific Literature,Bioorg. Med. Chem.
3039,Escherichia coli,O=C1Nc2ccccc2C(O)C1(Cc1ccccc1Cl)Cc1ccccc1Cl,2.5257286443082556,log(ug/mL),'=',412.32,,Scientific Literature,Eur. J. Med. Chem.
3040,Escherichia coli,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,-2.0794415416798357,log(ug/mL),'=',290.32,,Scientific Literature,Bioorg. Med. Chem. Lett.
3041,Escherichia coli,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.852030263919617,log(ug/mL),'>',368.39,,Scientific Literature,Eur. J. Med. Chem.
3042,Escherichia coli,CCOP(=O)(OCC)C(O)C1=C(N(C)C)C(=O)N(c2ccc(F)cc2)C1=O,2.302585092994046,log(ug/mL),'=',400.34,,Scientific Literature,Eur. J. Med. Chem.
3043,Escherichia coli,CCOP(=O)(OCC)C(O)C1=C(N(C)C)C(=O)N(c2cccc(Cl)c2)C1=O,2.995732273553991,log(ug/mL),'=',416.80,,Scientific Literature,Eur. J. Med. Chem.
3044,Escherichia coli,CC1(C)[C@@H](O)C[C@H](O)[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@@H]3C[C@](C)(C(=O)O)CC[C@]3(C(=O)O)CC[C@]21C,2.772588722239781,log(ug/mL),'=',502.69,,Scientific Literature,Eur. J. Med. Chem.
3045,Escherichia coli,NC[C@@H](N)CCCNCC(CCc1ccccc1)CCc1ccccc1,4.605170185988092,log(ug/mL),'=',353.55,,Scientific Literature,Bioorg Med Chem
3046,Escherichia coli,C[C@@](C[C@H]1CN(c2ccc(-c3ccccc3)cn2)C(=O)O1)(C(=O)NO)S(C)(=O)=O,0.6931471805599453,log(ug/mL),'=',419.46,,Scientific Literature,J Med Chem
3047,Escherichia coli,O=C(C[C@H]1NCCC[C@@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,4.1588830833596715,log(ug/mL),'=',414.69,,Scientific Literature,Eur J Med Chem
3048,Escherichia coli,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.0,log(ug/mL),'=',349.41,,Scientific Literature,Eur J Med Chem
3049,Escherichia coli,C[C@@H](O)[C@H](N)C(=O)NC/C=C/Cn1cnc2cc(Cl)c(Cl)cc2c1=O,2.772588722239781,log(ug/mL),'=',385.25,,Scientific Literature,Eur J Med Chem
3050,Escherichia coli,CCNC(=O)Nc1cc(Nc2ccccc2)c(C(=O)Nc2ccccc2)cn1,4.1588830833596715,log(ug/mL),'>',375.43,,Scientific Literature,Eur. J. Med. Chem.
3051,Escherichia coli,CCNC(=O)Nc1cc(Nc2ccccc2)c(C(=O)Nc2cccc(C)c2)cn1,4.1588830833596715,log(ug/mL),'>',389.46,,Scientific Literature,Eur. J. Med. Chem.
3052,Escherichia coli,CCCCc1ccc2c(c1)c1ccccc1c[n+]2C.[Cl-],4.852030263919617,log(ug/mL),'>',285.82,,Scientific Literature,Bioorg Med Chem Lett
3053,Escherichia coli,O=C1OCc2c1c(O)cc1c(=O)c3cc4c(=O)c(O)cc(=O)c4c(O)c3c(=O)c21,2.772588722239781,log(ug/mL),'>',392.28,,Scientific Literature,J Nat Prod
3054,Escherichia coli,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCCc7cc(=O)c(O)c[nH]7)nc56)(CC3)OC4)nc2N1,3.4657359027997265,log(ug/mL),'=',616.65,,Scientific Literature,Bioorg. Med. Chem. Lett.
3055,Escherichia coli,COCCn1c(S)nnc1-c1cnc2c(C(F)(F)F)cccc2c1N1CCN(C2CCCCC2)CC1,1.8325814637483102,log(ug/mL),'=',520.63,,Scientific Literature,Eur. J. Med. Chem.
3056,Escherichia coli,COc1ccc(NC(=S)NNC(=O)c2cnc3c(C(F)(F)F)cccc3c2O)cc1,1.8325814637483102,log(ug/mL),'=',436.42,,Scientific Literature,Eur. J. Med. Chem.
3057,Escherichia coli,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0.0,log(ug/mL),'=',319.34,,Scientific Literature,Antimicrob. Agents Chemother.
3058,Escherichia coli,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0.6931471805599453,log(ug/mL),'=',319.34,,Scientific Literature,Antimicrob. Agents Chemother.
3059,Escherichia coli,O=c1oc2ccccc2c(O)c1C(c1c(O)c2ccccc2oc1=O)c1coc2ccccc2c1=O,3.2188758248682006,log(ug/mL),'=',480.43,,Scientific Literature,Med Chem Res
3060,Escherichia coli,CCn1n[n+](C)c2c1C(=O)c1ccccc1C2=O.[Cl-],2.772588722239781,log(ug/mL),'=',277.71,,Scientific Literature,Bioorg. Med. Chem.
3061,Escherichia coli,COc1cc(NS(=O)(=O)C2(c3ccc(Cl)cc3)CC2)ccc1-n1cnc(Cl)c1,4.1588830833596715,log(ug/mL),'=',438.34,,Scientific Literature,Eur. J. Med. Chem.
3062,Escherichia coli,Nc1nc(COC(=O)c2ccccc2[N+](=O)[O-])cs1,2.5257286443082556,log(ug/mL),'=',279.28,,Scientific Literature,Eur. J. Med. Chem.
3063,Escherichia coli,O=[N+]([O-])c1ccc(C(c2cc(Br)c(O)cc2O)c2cc(Br)c(O)cc2O)cc1,4.605170185988092,log(ug/mL),'>',511.12,,Scientific Literature,Bioorg. Med. Chem. Lett.
3064,Escherichia coli,O=C(NNC(=O)c1cnc2c(C(F)(F)F)cccc2c1O)Nc1cccc(Cl)c1,1.1378330018213911,log(ug/mL),'=',424.77,,Scientific Literature,Eur. J. Med. Chem.
3065,Escherichia coli,O=c1c2ccccc2sc2cc(O)cc(O)c12,4.852030263919617,log(ug/mL),'>',244.27,,Scientific Literature,Bioorg. Med. Chem.
3066,Escherichia coli,CCOC(=O)C1(C)Oc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OC)nc56)(CC3)OC4)nc2NC1=O,2.0794415416798357,log(ug/mL),'=',579.63,,Scientific Literature,Bioorg. Med. Chem. Lett.
3067,Escherichia coli,NCc1ccc(-c2nn3c(-c4ccc(S(=O)(=O)c5ccccc5)cc4)nnc3s2)cc1,5.545177444479562,log(ug/mL),'=',447.55,,Scientific Literature,Eur. J. Med. Chem.
3068,Escherichia coli,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,-1.3862943611198906,log(ug/mL),'<',455.47,,Scientific Literature,Antimicrob. Agents Chemother.
3069,Escherichia coli,O=S(=O)(c1ccccc1)c1ccc(-c2nnc3sc(-c4ccc(Cl)c(Br)c4)nn23)cc1,4.852030263919617,log(ug/mL),'=',531.84,,Scientific Literature,Eur. J. Med. Chem.
3070,Escherichia coli,CC(=O)N[C@@H](CCCCN)C(=O)N[C@]1(C)CCC/C=C\CCC[C@](C)(C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC1=O,1.1314021114911006,log(ug/mL),'=',1691.15,,Scientific Literature,Bioorg. Med. Chem. Lett.
3071,Escherichia coli,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,3.4657359027997265,log(ug/mL),'=',323.13,,Scientific Literature,Eur. J. Med. Chem.
3072,Escherichia coli,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,4.852030263919617,log(ug/mL),'=',651.12,,Scientific Literature,Eur. J. Med. Chem.
3073,Escherichia coli,NCC1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C/C1=N\OC(F)F,-4.8283137373023015,log(ug/mL),'=',425.37,,Scientific Literature,Eur. J. Med. Chem.
3074,Escherichia coli,CCCNC1NN=C(Cc2csc3nc(-c4ccc(Br)cc4)cn23)S1,4.1588830833596715,log(ug/mL),'>',436.40,,Scientific Literature,Eur. J. Med. Chem.
3075,Escherichia coli,CC(=O)O[C@@H]1C[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)[C@@H]2CC=C3C(=O)O[C@@H](O)[C@@H]3[C@]21C,4.605170185988092,log(ug/mL),'>',444.61,,Scientific Literature,J. Nat. Prod.
3076,Escherichia coli,CC(=O)O[C@@H]1C[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)[C@@H]2CC=C3CO[C@@H](O)[C@@H]3[C@]21C,4.605170185988092,log(ug/mL),'>',430.63,,Scientific Literature,J. Nat. Prod.
3077,Escherichia coli,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCN(CCC#N)C(=S)NCCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,4.1588830833596715,log(ug/mL),'>',850.18,,Scientific Literature,Bioorg. Med. Chem. Lett.
3078,Escherichia coli,CO[C@@H]1OCC2=CC[C@@H]3[C@@](C)([C@H]21)[C@H](OC(C)=O)C[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]31C,4.605170185988092,log(ug/mL),'>',444.66,,Scientific Literature,J. Nat. Prod.
3079,Escherichia coli,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.8325814637483102,log(ug/mL),'=',349.41,,Scientific Literature,J. Nat. Prod.
3080,Escherichia coli,CO/N=C1\CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CC1CN,0.0,log(ug/mL),'=',475.43,,Scientific Literature,Bioorg. Med. Chem. Lett.
