,species,smiles,MIC,units,censoring,molecular_weight,assay_parameters,source,source_journal
2876,Escherichia coli,c1ccc(-c2nn(-c3ccccc3)cc2C2=NCCS2)cc1,4.605170185988092,log(ug/mL),'=',305.41,,Scientific Literature,Eur. J. Med. Chem.
2877,Escherichia coli,COc1ccc2nc(C)cc(-n3cc(CN4CCN(C(=O)c5ccccc5F)CC4)nn3)c2c1,0.47000362924573563,log(ug/mL),'=',460.51,,Scientific Literature,Eur. J. Med. Chem.
2878,Escherichia coli,COc1ccc2nc(C)cc(-n3cc(CN4CCN(C(=O)c5ccccc5Cl)CC4)nn3)c2c1,1.8325814637483102,log(ug/mL),'=',476.97,,Scientific Literature,Eur. J. Med. Chem.
2879,Escherichia coli,Cl.Cl.NCC(NO)c1c[nH]c2ccc(F)cc12,3.4657359027997265,log(ug/mL),'=',282.15,,Scientific Literature,Bioorg. Med. Chem.
2880,Escherichia coli,Cl.Cl.NCC(NO)c1c[nH]c2ccc(I)cc12,3.4657359027997265,log(ug/mL),'=',390.05,,Scientific Literature,Bioorg. Med. Chem.
2881,Escherichia coli,COc1ccc2nc(C)cc(-n3cc(CNC(=O)c4ccccc4Cl)nn3)c2c1,1.1378330018213911,log(ug/mL),'=',407.86,,Scientific Literature,Eur. J. Med. Chem.
2882,Escherichia coli,COc1ccc2nc(C)cc(-n3cc(CNC(=O)c4ccc(C)cc4)nn3)c2c1,1.1378330018213911,log(ug/mL),'=',387.44,,Scientific Literature,Eur. J. Med. Chem.
2883,Escherichia coli,COc1ccc2nc(C)cc(-n3cc(CNC(=O)c4ccc(C(F)(F)F)cc4)nn3)c2c1,-0.916290731874155,log(ug/mL),'=',441.41,,Scientific Literature,Eur. J. Med. Chem.
2884,Escherichia coli,CC1(CN)CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C/C1=N\OCF,-4.8283137373023015,log(ug/mL),'=',421.40,,Scientific Literature,Eur. J. Med. Chem.
2885,Escherichia coli,NC(=O)c1c(F)ccc(N(Cc2ccc(Cl)cc2)Cc2ccc(Cl)cc2)c1F,4.1588830833596715,log(ug/mL),'>',421.27,,Scientific Literature,Eur J Med Chem
2886,Escherichia coli,CCCNc1nc(Cl)c2c(c1O)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2.Cl.Cl.Cl,1.3862943611198906,log(ug/mL),'=',616.33,,Scientific Literature,J. Med. Chem.
2887,Escherichia coli,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(CNC5CCN(CC(=O)O)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,2.0794415416798357,log(ug/mL),'>',867.99,,Scientific Literature,Eur J Med Chem
2888,Escherichia coli,COc1ccc(CO/N=C2\CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2CN)c(OC)c1.CS(=O)(=O)O,-2.0794415416798357,log(ug/mL),'=',621.64,,Scientific Literature,Eur. J. Med. Chem.
2889,Escherichia coli,COc1cc(Br)c(CO/N=C2\CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2CN)cc1OC.CS(=O)(=O)O,-0.6931471805599453,log(ug/mL),'=',700.54,,Scientific Literature,Eur. J. Med. Chem.
2890,Escherichia coli,CCCC#Cc1ccc(-n2ncc(/C(C)=N/NC(=N)N)c2C)cc1,2.0794415416798357,log(ug/mL),'=',322.42,,Scientific Literature,J Med Chem
2891,Escherichia coli,CCOC(=O)CC(=O)c1cccc2sc(Br)nc12,8.740336742730447,log(ug/mL),'=',328.19,,Scientific Literature,Bioorg. Med. Chem. Lett.
2892,Escherichia coli,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,8.740336742730447,log(ug/mL),'=',331.35,,Scientific Literature,Bioorg. Med. Chem. Lett.
2893,Escherichia coli,CC(=O)N[C@@H](CCCN)CC(=O)N[C@@H]1[C@H](O)[C@@H](O)[C@@H](COC(N)=O)O[C@H]1/N=C1\N[C@@H]2[C@H](O)CNC(=O)[C@@H]2N1,4.852030263919617,log(ug/mL),'>',544.57,,Scientific Literature,J. Nat. Prod.
2894,Escherichia coli,CCO/N=C1\CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC(F)F)CCC1(C)N,2.772588722239781,log(ug/mL),'=',482.46,,Scientific Literature,Eur. J. Med. Chem.
2895,Escherichia coli,Cc1nn(-c2ccccc2)c(Cl)c1/C=C/C(=O)C1C(=O)NC(=O)NC1=O,2.5257286443082556,log(ug/mL),'=',372.77,,Scientific Literature,Bioorg. Med. Chem. Lett.
2896,Escherichia coli,COc1ccc(Br)c(C(=O)N/N=C\c2ccccc2OC)c1,2.5257286443082556,log(ug/mL),'=',363.21,,Scientific Literature,Med Chem Res
2897,Escherichia coli,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,1.3862943611198906,log(ug/mL),'=',546.59,,Scientific Literature,Med Chem Res
2898,Escherichia coli,O=C1COc2cc(Cl)ccc2N1CCc1ccccc1,3.4657359027997265,log(ug/mL),'=',287.75,,Scientific Literature,Med Chem Res
2899,Escherichia coli,O=C1COc2cc(Br)ccc2N1CC1CCCO1,3.4657359027997265,log(ug/mL),'=',312.16,,Scientific Literature,Med Chem Res
2900,Escherichia coli,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1NC(=O)C1CCCCC1,0.6931471805599453,log(ug/mL),'=',592.69,,Scientific Literature,Bioorg. Med. Chem.
2901,Escherichia coli,Cc1ccccc1C(=O)NCC(=O)N[C@@H]1[C@@H](CN)O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@H]1O,1.3862943611198906,log(ug/mL),'=',657.72,,Scientific Literature,Bioorg. Med. Chem.
2902,Escherichia coli,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCN(CCC#N)C(=O)Nc2cccc3ccccc23)[C@H](C)[C@@H](O)[C@]1(C)O,4.1588830833596715,log(ug/mL),'=',856.11,,Scientific Literature,Bioorg. Med. Chem. Lett.
2903,Escherichia coli,COc1ccc(Cn2cnc3c(-c4ccco4)cccc32)cc1,2.772588722239781,log(ug/mL),'>',304.35,,Scientific Literature,Bioorg. Med. Chem.
2904,Escherichia coli,CO[C@H]1CCCCCCCCC[C@@H](C)OC(=O)/C(C)=C/C1=O,4.1588830833596715,log(ug/mL),'>',310.43,,Scientific Literature,Bioorg. Med. Chem. Lett.
2905,Escherichia coli,CCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,4.852030263919617,log(ug/mL),'>',374.43,,Scientific Literature,Eur. J. Med. Chem.
2906,Escherichia coli,CCCCCCCCCC(=O)O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,4.852030263919617,log(ug/mL),'>',444.52,,Scientific Literature,Eur. J. Med. Chem.
2907,Escherichia coli,Cc1ccc(C(=O)C/C=N/NC(N)=S)cc1,4.1588830833596715,log(ug/mL),'>',235.31,,Scientific Literature,Eur. J. Med. Chem.
2908,Escherichia coli,CO/N=C(/C/C=N/OC)c1ccc(C(C)C)cc1,4.1588830833596715,log(ug/mL),'>',248.33,,Scientific Literature,Eur. J. Med. Chem.
2909,Escherichia coli,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,-2.8134107167600364,log(ug/mL),'=',435.44,,Scientific Literature,Antimicrob. Agents Chemother.
2910,Escherichia coli,C[C@@H]1CCCCCCCCC[C@H](OC(=O)CCC(=O)OC(C)(C)C)C(=O)/C=C/C(=O)O1,3.4657359027997265,log(ug/mL),'>',438.56,,Scientific Literature,Bioorg. Med. Chem. Lett.
2911,Escherichia coli,COc1ccc(CC(=O)Nc2ccc(-c3nc4ccccc4s3)cc2)cc1,2.5257286443082556,log(ug/mL),'=',374.47,,Scientific Literature,Med Chem Res
2912,Escherichia coli,CO/N=C1\CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)CCC1(C)N,4.852030263919617,log(ug/mL),'>',432.45,,Scientific Literature,Eur. J. Med. Chem.
2913,Escherichia coli,C[C@H](CO)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCN)C[C@@H]1C[C@H]3N.Cl.Cl.Cl,3.4657359027997265,log(ug/mL),'<',586.18,,Scientific Literature,Bioorg. Med. Chem. Lett.
2914,Escherichia coli,O=C1c2cccnc2C(=O)c2c1c(C(=O)NCCCN1CCCCC1)c1ccc(Br)cn21,4.1588830833596715,log(ug/mL),'>',495.38,,Scientific Literature,Eur. J. Med. Chem.
2915,Escherichia coli,Cc1ccccc1/C=N/c1nnc(Cn2c(C)nc3ccccc32)s1,4.605170185988092,log(ug/mL),'=',347.45,,Scientific Literature,Eur. J. Med. Chem.
2916,Escherichia coli,CCCCCCCCCCCCCCCCn1nnc2c1C(=O)c1ccccc1C2=O.Cl,-0.6931471805599453,log(ug/mL),'=',460.06,,Scientific Literature,Bioorg. Med. Chem.
2917,Escherichia coli,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,1.3862943611198906,log(ug/mL),'=',389.39,,Scientific Literature,Eur. J. Med. Chem.
2918,Escherichia coli,C=C(C)[C@@H]1CC=C(C)[C@H](CC[C@H]2C(=C)CC[C@@H](C(C)(C)O)[C@]2(C)CCC(=O)OC)[C@@]1(C)CCC(=O)O,3.912023005428146,log(ug/mL),'>',502.74,,Scientific Literature,J. Nat. Prod.
2919,Escherichia coli,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2O[C@H](CNC(=O)[C@H](C(C)C)NC(=O)[C@@H](CCCN)NC1=O)[C@@H](OCc1ccccc1)[C@@H]2OCc1ccccc1,3.4657359027997265,log(ug/mL),'=',1677.16,,Scientific Literature,Bioorg. Med. Chem.
2920,Escherichia coli,CC(=O)N[C@@H](CCCNC(=O)C[C@@H](N)CCCNC(=O)C[C@@H](N)CCCN)CC(=O)N[C@@H]1[C@H](O)[C@@H](O)[C@@H](COC(N)=O)O[C@H]1/N=C1/N[C@H](C(=O)O)[C@@H]([C@H](O)CN)N1,5.545177444479562,log(ug/mL),'>',818.93,,Scientific Literature,Bioorg. Med. Chem. Lett.
2921,Escherichia coli,O=C1c2cccnc2C(=O)c2c1c(C(=O)N1CCCC1)c1ccc(Br)cn21,4.1588830833596715,log(ug/mL),'>',424.25,,Scientific Literature,Eur. J. Med. Chem.
2922,Escherichia coli,Cc1cc(C)cc(NC(=O)NNC(=O)c2cnc3c(C(F)(F)F)cccc3c2O)c1,1.1378330018213911,log(ug/mL),'=',418.38,,Scientific Literature,Eur. J. Med. Chem.
2923,Escherichia coli,N=C(N)NCCCCCCCCCCNC(=N)N.O=C(O)C(F)(F)F,4.1588830833596715,log(ug/mL),'=',370.42,,Scientific Literature,Bioorg. Med. Chem.
2924,Escherichia coli,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=S)NCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,2.772588722239781,log(ug/mL),'=',941.28,,Scientific Literature,Eur. J. Med. Chem.
2925,Escherichia coli,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-4.199705077879927,log(ug/mL),'=',361.37,,Scientific Literature,Bioorg. Med. Chem. Lett.
2926,Escherichia coli,N=C(N)NCCC[C@H](NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,4.1588830833596715,log(ug/mL),'=',2665.17,,Scientific Literature,Antimicrob. Agents Chemother.
2927,Escherichia coli,NCC[C@H](OCc1ccc(Cl)cc1)C(=O)N[C@@H]1C[C@H](N)[C@@H](C[C@H]2O[C@H](CN)[C@@H](OCc3ccc(Cl)cc3)[C@H](OCc3ccc(Cl)cc3)[C@H]2OCc2ccc(Cl)cc2)[C@H](OCc2ccc(Cl)cc2)[C@H]1O[C@H]1O[C@H](COCc2ccc(Cl)cc2)[C@@H](OCc2ccc(Cl)cc2)[C@H](N)[C@H]1OCc1ccc(Cl)cc1.O=C(O)C(F)(F)F,5.545177444479562,log(ug/mL),'>',1694.22,,Scientific Literature,J. Med. Chem.
2928,Escherichia coli,COC[C@H]1O[C@H](O[C@@H]2[C@@H](OC)[C@H](C[C@H]3O[C@H](CN)[C@@H](OC)[C@H](OC)[C@H]3OC)[C@@H](N)C[C@H]2NC(=O)[C@H](CCN)OC)[C@H](OC)[C@@H](N)[C@@H]1OC.O=C(O)C(F)(F)F,5.545177444479562,log(ug/mL),'>',809.87,,Scientific Literature,J. Med. Chem.
2929,Escherichia coli,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1nnc(C(F)(F)F)s1,4.1588830833596715,log(ug/mL),'>',435.43,,Scientific Literature,Bioorg. Med. Chem. Lett.
2930,Escherichia coli,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(N(Cc3ccccc3)Cc3ccccc3)cc2)NC1=O,4.1588830833596715,log(ug/mL),'>',1336.73,,Scientific Literature,Bioorg. Med. Chem.
2931,Escherichia coli,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](COC(=O)NC4CCCCC4)[C@@H](OC(=O)NC4CCCCC4)[C@H](N)[C@H]3OC(=O)NC3CCCCC3)[C@H]2OC(=O)NC2CCCCC2)[C@H](OC(=O)NC2CCCCC2)[C@@H](OC(=O)NC2CCCCC2)[C@@H]1OC(=O)NC1CCCCC1.O=C(O)C(F)(F)F,4.852030263919617,log(ug/mL),'=',1474.72,,Scientific Literature,J. Med. Chem.
2932,Escherichia coli,COc1ccccc1NC(=S)Nc1ccc2ncnc(Sc3nnc(-c4cccnc4)o3)c2c1,3.2188758248682006,log(ug/mL),'=',487.57,,Scientific Literature,Med Chem Res
2933,Escherichia coli,O=C(Nc1ccc2ncnc(Sc3nnc(-c4cccnc4)o3)c2c1)NC1CCCCC1,3.912023005428146,log(ug/mL),'=',447.52,,Scientific Literature,Med Chem Res
2934,Escherichia coli,CN1CCN(c2cc3ncnc(Sc4nnc(-c5cccnc5)o4)c3cc2NC(=S)Nc2cccc(Cl)c2)CC1,2.5257286443082556,log(ug/mL),'=',590.14,,Scientific Literature,Med Chem Res
2935,Escherichia coli,CN1CCN(c2cc3ncnc(Sc4nnc(-c5cccnc5)o4)c3cc2NC(=O)NCCc2ccccc2)CC1,2.5257286443082556,log(ug/mL),'=',567.68,,Scientific Literature,Med Chem Res
2936,Escherichia coli,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-1.2039728043259361,log(ug/mL),'=',331.35,,Scientific Literature,Eur. J. Med. Chem.
2937,Escherichia coli,COc1cnc2ccc(F)c([C@@H](O)[C@H](O)[C@@H]3CC[C@@H](NCc4cc5c(nn4)OCCS5)CO3)c2n1,-4.8283137373023015,log(ug/mL),'>',503.56,,Scientific Literature,J. Med. Chem.
2938,Escherichia coli,COc1ccc2nccc([C@H](O)[C@@H](O)[C@@H]3CC[C@@H](NCc4ccc5c(n4)NC(=O)CS5)CO3)c2n1,-4.8283137373023015,log(ug/mL),'>',497.58,,Scientific Literature,J. Med. Chem.
2939,Escherichia coli,COc1ccc2nccc(NC(=O)[C@@H]3CC[C@@H](NCc4ccc5c(n4)NC(=O)CS5)CO3)c2n1,-4.8283137373023015,log(ug/mL),'>',480.55,,Scientific Literature,J. Med. Chem.
2940,Escherichia coli,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,1.1410330045520618,log(ug/mL),'=',484.50,,Scientific Literature,Bioorg. Med. Chem.
2941,Escherichia coli,CC(=O)N(CCOc1ccccc1)C1CC(=O)[C@@H](OC(=O)CCC(=O)OC(C)(C)C)CCCCCCCCC[C@@H](C)OC1=O,3.4657359027997265,log(ug/mL),'>',617.78,,Scientific Literature,Bioorg. Med. Chem. Lett.
2942,Escherichia coli,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(N)=O)[C@@H](C)CC,3.4404180948154366,log(ug/mL),'>',1025.44,,Scientific Literature,Eur. J. Med. Chem.
2943,Escherichia coli,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,3.4404180948154366,log(ug/mL),'>',968.31,,Scientific Literature,Eur. J. Med. Chem.
2944,Escherichia coli,COc1cc(-n2cc(COc3ccc4nc(C)n(-c5ccccc5)c(=O)c4c3)nn2)cc(OC)c1OC,4.1588830833596715,log(ug/mL),'>',499.53,,Scientific Literature,Eur J Med Chem
2945,Escherichia coli,O=C(O)CC[C@@H](NC(=O)c1cccc(CNc2ccc(/C=C3\SC(=S)NC3=O)cc2)c1)C(=O)O,4.852030263919617,log(ug/mL),'>',499.57,,Scientific Literature,J. Med. Chem.
2946,Escherichia coli,C[C@]12[C@@H](CC=C3C(=O)OC[C@@H]31)[C@]1(C)CC[C@H]3[C@](C)(CO)CCC[C@]3(C)[C@H]1C[C@H]2O,4.605170185988092,log(ug/mL),'>',402.58,,Scientific Literature,J. Nat. Prod.
2947,Escherichia coli,Cc1nc2ccc(OCc3cn(-c4cccc(Cl)c4)nn3)cc2c(=O)n1-c1ccccc1,4.1588830833596715,log(ug/mL),'>',443.89,,Scientific Literature,Eur J Med Chem
2948,Escherichia coli,C[C@@H](O)[C@H](NC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1)C(=O)NO,-2.0794415416798357,log(ug/mL),'=',437.50,,Scientific Literature,J Med Chem
2949,Escherichia coli,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccnc2)cc1,4.1588830833596715,log(ug/mL),'>',350.38,,Scientific Literature,Eur J Med Chem
2950,Escherichia coli,O=C1CSc2cccc(Cl)c2N1Cc1ccccc1,2.772588722239781,log(ug/mL),'=',289.79,,Scientific Literature,Med Chem Res
2951,Escherichia coli,CCCCCCN1C(=O)CSc2c(Cl)cccc21,3.4657359027997265,log(ug/mL),'=',283.82,,Scientific Literature,Med Chem Res
2952,Escherichia coli,O=C(Cc1ccc(Br)cc1)Nc1ccc(-c2nc3ccccc3s2)cc1,3.2188758248682006,log(ug/mL),'=',423.33,,Scientific Literature,Med Chem Res
2953,Escherichia coli,Cc1cc(S(C)(=O)=O)nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc12,3.4657359027997265,log(ug/mL),'=',537.64,,Scientific Literature,Bioorg. Med. Chem. Lett.
2954,Escherichia coli,CCOc1ccc(/C(C/C=N/OC)=N\OC)cc1,4.1588830833596715,log(ug/mL),'>',250.30,,Scientific Literature,Med Chem Res
2955,Escherichia coli,Cc1ccc(NC(=S)Nc2ccc3ncnc(Sc4nnc(-c5cccnc5)o4)c3c2)cc1,3.912023005428146,log(ug/mL),'=',471.57,,Scientific Literature,Med Chem Res
2956,Escherichia coli,CCOC(=O)c1sc(/N=C/c2cccs2)nc1C,3.912023005428146,log(ug/mL),'=',280.37,,Scientific Literature,Eur. J. Med. Chem.
2957,Escherichia coli,CCCCn1cc[n+](Cc2cc(/C=N/[C@@H]3CCCC[C@H]3/N=C/c3cc(C[n+]4ccn(CCCC)c4)cc(C(C)(C)C)c3O)c(O)c(C(C)(C)C)c2)c1.[Cl-].[Cl-],8.517193191416238,log(ug/mL),'>',779.94,,Scientific Literature,Eur. J. Med. Chem.
2958,Escherichia coli,CCn1cc[n+](Cc2cc(/C=N/[C@@H]3CCCC[C@H]3/N=C/c3cc(C[n+]4ccn(CC)c4)cc(C(C)(C)C)c3O)c(O)c(C(C)(C)C)c2)c1.[Cl-].[Cl-],9.210340371976184,log(ug/mL),'>',723.83,,Scientific Literature,Eur. J. Med. Chem.
2959,Escherichia coli,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,0.6931471805599453,log(ug/mL),'=',427.46,,Scientific Literature,Antimicrob. Agents Chemother.
2960,Escherichia coli,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cc(F)cnc56)(CC3)OC4)nc2N1,3.4657359027997265,log(ug/mL),'=',463.51,,Scientific Literature,Bioorg. Med. Chem. Lett.
2961,Escherichia coli,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,4.852030263919617,log(ug/mL),'=',747.96,,Scientific Literature,Antimicrob. Agents Chemother.
2962,Escherichia coli,CCCCCCCCCCCCn1n[n+](C)c2c1C(=O)c1ccccc1C2=O.[Cl-],0.6931471805599453,log(ug/mL),'=',417.98,,Scientific Literature,Bioorg. Med. Chem.
2963,Escherichia coli,CNC1C/C(=N\OC)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,-1.3862943611198906,log(ug/mL),'=',420.42,,Scientific Literature,Bioorg. Med. Chem. Lett.
2964,Escherichia coli,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=CS[C@@H]12,5.298317366548036,log(ug/mL),'>',350.35,,Scientific Literature,Bioorg. Med. Chem. Lett.
2965,Escherichia coli,CC(C)=CC(CO)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1,4.605170185988092,log(ug/mL),'>',412.61,,Scientific Literature,Bioorg. Med. Chem. Lett.
2966,Escherichia coli,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cncc4C[C@H]3C[C@@H]12.Cl.Cl,-0.6931471805599453,log(ug/mL),'=',488.32,,Scientific Literature,J. Med. Chem.
2967,Escherichia coli,COc1cc(/C=C/C(=O)c2ccccc2)ccc1OCc1nnc(-c2ccccc2)o1,2.5257286443082556,log(ug/mL),'=',412.45,,Scientific Literature,Eur. J. Med. Chem.
2968,Escherichia coli,COc1cc(/C=C/C(=O)c2ccc(O)cc2)ccc1OCc1nnc(-c2ccccc2O)o1,2.5257286443082556,log(ug/mL),'=',444.44,,Scientific Literature,Eur. J. Med. Chem.
2969,Escherichia coli,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,-0.6931471805599453,log(ug/mL),'=',1390.73,,Scientific Literature,Antimicrob. Agents Chemother.
2970,Escherichia coli,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cnc(F)c4C[C@H]3C[C@@H]12.Cl,-1.3862943611198906,log(ug/mL),'=',469.85,,Scientific Literature,J. Med. Chem.
2971,Escherichia coli,COc1ccc(Cn2ccc3c(-c4ccco4)nc(Cl)cc32)cc1,2.772588722239781,log(ug/mL),'>',338.79,,Scientific Literature,Bioorg. Med. Chem.
2972,Escherichia coli,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CS)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CS)NC(=O)CN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)NCC(=O)O,6.931471805599453,log(ug/mL),'=',2657.38,,Scientific Literature,Antimicrob. Agents Chemother.
